​:START_ID;:END_ID
9048133;100001506
9048134;100001506
9048135;100001506
9048136;100001506
9048137;100001506
9048138;100001506
9048206;100001506
9048269;100001506
9048270;100001506
9047409;100001507
9047468;100001507
9047557;100001507
9047650;100001507
9047703;100001507
9047790;100001507
9047791;100001507
9047792;100001507
9047793;100001507
9047794;100001507
9047795;100001507
9047796;100001507
9047797;100001507
9047798;100001507
9047799;100001507
9047800;100001507
9047801;100001507
9047802;100001507
9047803;100001507
9047804;100001507
9047805;100001507
9047806;100001507
9047807;100001507
9047808;100001507
9047809;100001507
9047810;100001507
9047811;100001507
9047812;100001507
9047813;100001507
9047916;100001507
9047917;100001507
9047918;100001507
9047920;100001507
9047921;100001507
9047922;100001507
9047971;100001507
9047972;100001507
9047973;100001507
9047974;100001507
9047975;100001507
9047976;100001507
9047977;100001507
9047978;100001507
9047979;100001507
9047980;100001507
9047981;100001507
9047982;100001507
9048049;100001507
9048050;100001507
9048051;100001507
9048052;100001507
9048053;100001507
9048054;100001507
9048055;100001507
9048056;100001507
9048139;100001507
9048140;100001507
9048141;100001507
9048142;100001507
9048143;100001507
9048144;100001507
9048145;100001507
9048146;100001507
9048207;100001507
9048271;100001507
9048272;100001507
9047410;100001508
9047469;100001508
9047470;100001508
9047471;100001508
9047472;100001508
9047473;100001508
9047474;100001508
9047475;100001508
9047476;100001508
9047477;100001508
9047560;100001508
9047651;100001508
9047652;100001508
9047707;100001508
9047708;100001508
9047710;100001508
9047814;100001508
9047817;100001508
9047923;100001508
9047928;100001508
9047933;100001508
9047934;100001508
9047940;100001508
9047942;100001508
9047983;100001508
9048057;100001508
9048058;100001508
9048059;100001508
9048060;100001508
9048061;100001508
9048147;100001508
9048148;100001508
9048149;100001508
9048150;100001508
9048151;100001508
9048152;100001508
9048153;100001508
9048154;100001508
9048155;100001508
9048156;100001508
9048157;100001508
9048158;100001508
9048159;100001508
9048208;100001508
9048209;100001508
9048210;100001508
9048211;100001508
9048212;100001508
9048213;100001508
9048214;100001508
9048273;100001508
9048275;100001508
9048276;100001508
9047411;100001509
9047478;100001509
9047480;100001509
9047481;100001509
9047482;100001509
9047484;100001509
9047569;100001509
9047653;100001509
9047654;100001509
9047655;100001509
9047656;100001509
9047657;100001509
9047658;100001509
9047659;100001509
9047660;100001509
9047661;100001509
9047711;100001509
9047815;100001509
9047816;100001509
9047924;100001509
9047926;100001509
9047932;100001509
9047984;100001509
9047985;100001509
9047986;100001509
9048062;100001509
9048063;100001509
9048064;100001509
9048065;100001509
9048066;100001509
9048067;100001509
9048068;100001509
9048069;100001509
9048160;100001509
9048215;100001509
9048274;100001509
9047479;100001510
9047483;100001510
9047485;100001510
9047571;100001510
9047572;100001510
9047573;100001510
9047574;100001510
9047575;100001510
9047576;100001510
9047577;100001510
9047578;100001510
9047579;100001510
9047580;100001510
9047581;100001510
9047582;100001510
9047583;100001510
9047641;100001510
9047662;100001510
9047712;100001510
9047713;100001510
9047714;100001510
9047717;100001510
9047718;100001510
9047720;100001510
9047721;100001510
9047722;100001510
9047723;100001510
9047725;100001510
9047726;100001510
9047727;100001510
9047729;100001510
9047731;100001510
9047733;100001510
9047735;100001510
9047736;100001510
9047818;100001510
9047819;100001510
9047925;100001510
9047935;100001510
9047936;100001510
9047937;100001510
9047938;100001510
9047943;100001510
9047944;100001510
9047945;100001510
9047946;100001510
9047987;100001510
9047989;100001510
9047990;100001510
9047991;100001510
9047992;100001510
9047995;100001510
9047996;100001510
9048070;100001510
9048071;100001510
9048161;100001510
9048216;100001510
9048217;100001510
9048218;100001510
9048219;100001510
9048220;100001510
9048277;100001510
9047413;100001511
9047486;100001511
9047487;100001511
9047488;100001511
9047489;100001511
9047584;100001511
9047663;100001511
9047664;100001511
9047665;100001511
9047666;100001511
9047667;100001511
9047668;100001511
9047669;100001511
9047670;100001511
9047671;100001511
9047672;100001511
9047673;100001511
9047674;100001511
9047675;100001511
9047716;100001511
9047732;100001511
9047740;100001511
9047741;100001511
9047820;100001511
9047927;100001511
9047929;100001511
9047939;100001511
9047988;100001511
9048072;100001511
9048073;100001511
9048162;100001511
9048164;100001511
9048165;100001511
9048166;100001511
9048167;100001511
9048175;100001511
9048176;100001511
9048221;100001511
9047414;100001512
9047585;100001512
9047586;100001512
9047587;100001512
9047588;100001512
9047589;100001512
9047590;100001512
9047591;100001512
9047592;100001512
9047676;100001512
9047677;100001512
9047678;100001512
9047679;100001512
9047680;100001512
9047681;100001512
9047682;100001512
9047719;100001512
9047821;100001512
9047823;100001512
9047824;100001512
9047825;100001512
9047930;100001512
9047993;100001512
9048074;100001512
9048075;100001512
9048163;100001512
9048168;100001512
9048170;100001512
9048172;100001512
9048174;100001512
9048177;100001512
9048222;100001512
9048223;100001512
9048224;100001512
9047415;100001513
9047491;100001513
9047492;100001513
9047593;100001513
9047594;100001513
9047683;100001513
9047684;100001513
9047744;100001513
9047822;100001513
9047826;100001513
9047827;100001513
9047828;100001513
9047829;100001513
9047830;100001513
9047831;100001513
9047832;100001513
9047833;100001513
9047931;100001513
9047947;100001513
9047994;100001513
9047997;100001513
9048076;100001513
9048077;100001513
9048078;100001513
9048079;100001513
9048080;100001513
9048081;100001513
9048082;100001513
9048086;100001513
9048169;100001513
9048178;100001513
9048225;100001513
9047416;100001514
9047493;100001514
9047494;100001514
9047495;100001514
9047496;100001514
9047497;100001514
9047498;100001514
9047499;100001514
9047500;100001514
9047596;100001514
9047597;100001514
9047598;100001514
9047600;100001514
9047601;100001514
9047603;100001514
9047604;100001514
9047605;100001514
9047606;100001514
9047610;100001514
9047612;100001514
9047613;100001514
9047614;100001514
9047618;100001514
9047619;100001514
9047620;100001514
9047621;100001514
9047624;100001514
9047685;100001514
9047686;100001514
9047689;100001514
9047745;100001514
9047747;100001514
9047748;100001514
9047749;100001514
9047750;100001514
9047751;100001514
9047752;100001514
9047753;100001514
9047754;100001514
9047755;100001514
9047756;100001514
9047757;100001514
9047758;100001514
9047759;100001514
9047834;100001514
9047838;100001514
9047839;100001514
9047850;100001514
9047941;100001514
9047998;100001514
9048004;100001514
9048083;100001514
9048084;100001514
9048085;100001514
9048171;100001514
9048226;100001514
9048227;100001514
9048228;100001514
9047417;100001515
9047501;100001515
9047502;100001515
9047503;100001515
9047504;100001515
9047505;100001515
9047506;100001515
9047625;100001515
9047687;100001515
9047746;100001515
9047835;100001515
9047842;100001515
9047845;100001515
9047846;100001515
9047948;100001515
9047999;100001515
9048001;100001515
9048005;100001515
9048087;100001515
9048091;100001515
9048094;100001515
9048173;100001515
9048229;100001515
9048230;100001515
9048231;100001515
9047418;100001516
9047509;100001516
9047510;100001516
9047511;100001516
9047512;100001516
9047513;100001516
9047514;100001516
9047515;100001516
9047516;100001516
9047517;100001516
9047518;100001516
9047519;100001516
9047520;100001516
9047521;100001516
9047626;100001516
9047688;100001516
9047760;100001516
9047836;100001516
9047837;100001516
9047840;100001516
9047841;100001516
9047843;100001516
9047844;100001516
9047847;100001516
9047848;100001516
9047849;100001516
9047949;100001516
9048000;100001516
9048002;100001516
9048003;100001516
9048088;100001516
9048179;100001516
9048186;100001516
9048232;100001516
9048233;100001516
9048234;100001516
9048235;100001516
9048236;100001516
9048237;100001516
9048238;100001516
9048239;100001516
9048240;100001516
9047522;100001517
9047523;100001517
9047524;100001517
9047525;100001517
9047526;100001517
9047527;100001517
9047528;100001517
9047529;100001517
9047530;100001517
9047531;100001517
9047532;100001517
9047533;100001517
9047627;100001517
9047628;100001517
9047630;100001517
9047631;100001517
9047635;100001517
9047690;100001517
9047761;100001517
9047851;100001517
9047852;100001517
9047854;100001517
9047855;100001517
9047858;100001517
9047862;100001517
9047865;100001517
9047866;100001517
9047868;100001517
9047869;100001517
9047870;100001517
9047871;100001517
9047872;100001517
9047873;100001517
9047874;100001517
9047877;100001517
9047879;100001517
9047880;100001517
9047884;100001517
9047885;100001517
9047887;100001517
9047889;100001517
9047892;100001517
9047894;100001517
9047950;100001517
9048006;100001517
9048089;100001517
9048095;100001517
9048096;100001517
9048116;100001517
9048180;100001517
9048181;100001517
9048182;100001517
9048183;100001517
9048184;100001517
9048185;100001517
9048187;100001517
9048188;100001517
9048189;100001517
9048190;100001517
9048192;100001517
9048193;100001517
9048194;100001517
9048241;100001517
9047424;100001518
9047425;100001518
9047426;100001518
9047427;100001518
9047534;100001518
9047535;100001518
9047536;100001518
9047629;100001518
9047634;100001518
9047691;100001518
9047762;100001518
9047853;100001518
9047857;100001518
9047859;100001518
9047860;100001518
9047863;100001518
9047867;100001518
9047875;100001518
9047876;100001518
9047881;100001518
9047882;100001518
9047883;100001518
9047886;100001518
9047888;100001518
9047891;100001518
9047893;100001518
9047951;100001518
9048007;100001518
9048008;100001518
9048009;100001518
9048010;100001518
9048011;100001518
9048013;100001518
9048014;100001518
9048090;100001518
9048092;100001518
9048191;100001518
9048242;100001518
9048243;100001518
9048244;100001518
9048245;100001518
9048246;100001518
9048247;100001518
9048248;100001518
9048249;100001518
9048250;100001518
9048251;100001518
9048252;100001518
9048253;100001518
9048254;100001518
9048255;100001518
9047408;100001519
9047412;100001519
9047419;100001519
9047420;100001519
9047421;100001519
9047422;100001519
9047423;100001519
9047428;100001519
9047429;100001519
9047430;100001519
9047431;100001519
9047432;100001519
9047433;100001519
9047434;100001519
9047435;100001519
9047436;100001519
9047438;100001519
9047439;100001519
9047440;100001519
9047442;100001519
9047443;100001519
9047445;100001519
9047446;100001519
9047448;100001519
9047449;100001519
9047450;100001519
9047452;100001519
9047454;100001519
9047455;100001519
9047456;100001519
9047457;100001519
9047458;100001519
9047459;100001519
9047460;100001519
9047461;100001519
9047462;100001519
9047463;100001519
9047464;100001519
9047507;100001519
9047508;100001519
9047537;100001519
9047595;100001519
9047599;100001519
9047602;100001519
9047607;100001519
9047608;100001519
9047609;100001519
9047611;100001519
9047615;100001519
9047616;100001519
9047617;100001519
9047622;100001519
9047623;100001519
9047632;100001519
9047692;100001519
9047763;100001519
9047764;100001519
9047856;100001519
9047861;100001519
9047864;100001519
9047878;100001519
9047890;100001519
9047952;100001519
9048093;100001519
9048195;100001519
9048256;100001519
9048257;100001519
9048258;100001519
