paper_id:START_ID;volume_id:string;pages:string;year:int
386123;500002640;131-145;1998
385563;500002641;421-436;1999
386016;500002641;569-579;1999
386048;500002642;411-424;1999
385344;500002643;49-60;2000
386881;500002643;397-412;2000
386893;500002643;453-466;2000
387247;500002644;353-375;2002
385600;500002645;229-238;2003
385068;500002646;259-271;2007
385271;500002647;319-324;2008
385770;500002648;261-276;2009
385075;500002649;346-362;2010
385561;500002649;855-875;2010
385222;500002650;610-617;2012
385302;500002651;53-64;2012
385596;500002652;659-670;2013
386994;500002652;247-279;2013
385135;500002653;537-551;2013
386421;500002653;491-502;2013
386621;500002654;980-992;2015
385028;500002655;522-549;2016
385417;500002656;215-230;2017
385246;500002657;143-164;2018
385482;500002657;707-724;2018
385371;500002658;170-199;2018
386105;500002658;27-39;2018
387367;500002659;89-111;1995
388831;500002660;245-267;1996
393397;500002660;179-202;1996
388364;500002661;333-356;1997
389723;500002661;171-197;1997
391014;500002661;Jul-28;1997
391489;500002661;29-56;1997
392605;500002661;153-170;1997
392773;500002661;279-312;1997
393726;500002661;115-151;1997
393782;500002661;57-83;1997
387567;500002662;233-258;1997
388287;500002663;Sep-36;1998
390170;500002664;65-90;1999
392693;500002665;267-279;2000
387465;500002666;251-281;2005
388400;500002667;73-89;2006
391465;500002667;233-255;2006
393226;500002668;29-53;2007
388421;500002669;63-80;2010
389209;500002670;29-48;2012
391332;500002671;293-331;2012
393644;500002672;689-726;2012
391121;500002673;337-340;2013
388567;500002674;897-920;2014
392434;500002675;2211-2233;2014
391810;500002676;235-246;2014
390929;500002677;2723-2740;2014
391360;500002677;3063-3083;2014
392245;500002677;1387-1410;2014
387431;500002678;8495-8504;2015
388469;500002678;4161-4185;2015
388083;500002679;13627-13661;2016
388114;500002679;9991-10012;2016
388966;500002679;5871-5886;2016
392002;500002679;14959-14970;2016
387543;500002680;19429-19444;2017
387678;500002680;3469;2017
388216;500002680;6051-6064;2017
388302;500002680;6175-6188;2017
389409;500002680;4055-4068;2017
389984;500002680;18153-18173;2017
390808;500002680;11959;2017
391245;500002680;19363-19378;2017
391340;500002680;5141-5169;2017
392410;500002680;5721-5753;2017
387829;500002681;25821-25840;2018
388365;500002681;4171-4186;2018
389563;500002681;31313-31329;2018
389824;500002681;17223-17246;2018
390531;500002681;32213-32242;2018
390731;500002681;14241-14258;2018
391127;500002681;20937-20954;2018
391291;500002681;19633-19657;2018
392031;500002681;1783-1809;2018
392386;500002681;13643-13660;2018
392420;500002681;3431-3453;2018
392465;500002681;15773-15802;2018
392932;500002681;19399-19413;2018
393417;500002681;28249-28280;2018
393539;500002681;8213-8236;2018
393562;500002681;7703-7716;2018
393767;500002681;3245-3260;2018
387443;500002682;2345-2366;2019
396668;500002683;;2006
394071;500002684;;2008
395607;500002684;;2008
393931;500002685;;2009
394336;500002685;;2009
395880;500002685;;2009
396513;500002685;;2009
395171;500002686;;2010
395995;500002687;149;2011
393986;500002688;364;2012
394580;500002688;9;2012
395580;500002688;304;2012
395812;500002688;38;2012
396169;500002688;40;2012
393891;500002689;241;2013
394304;500002689;269;2013
394506;500002689;29;2013
394845;500002689;157;2013
395577;500002689;143;2013
396292;500002689;265;2013
394699;500002690;162;2014
395182;500002690;193;2014
395918;500002691;35;2015
395934;500002691;77;2015
393988;500002692;60;2016
394404;500002692;248;2016
394438;500002692;256;2016
394714;500002692;267;2016
395960;500002692;106;2016
395155;500002693;42;2017
396098;500002693;199;2017
393904;500002694;17;2018
397111;500002695;129-130;2004
397150;500002696;1;2005
396940;500002697;90-91;2006
397322;500002698;237-257;2010
397314;500002699;113-123;2011
397371;500002700;40-59;2012
397969;500002700;99-110;1993
397892;500002701;105-112;1995
398258;500002702;379-401;1996
398073;500002703;421-451;1997
397843;500002704;319-358;2005
397985;500002705;387-402;2006
397813;500002706;819-844;2016
398037;500002707;420-436;2017
397694;500002708;215-236;2017
398706;500002709;14-26;2012
398750;500002710;58-66;2011
398801;500002710;6;2011
398966;500002710;143-148;2011
399415;500002710;138-141;2011
399490;500002710;77-86;2011
399612;500002710;90-101;2011
398978;500002711;80-93;2014
399449;500002712;64-74;2015
399664;500002713;08-Nov;2016
399322;500002714;104-115;2017
399316;500002715;126-132;2018
399527;500002715;180-177;2018
399536;500002715;56-71;2018
399866;500002716;8:1-8:27;2011
401406;500002717;251-266;1996
400546;500002718;203-210;1997
400062;500002719;163-168;1998
400368;500002720;1307-1321;1999
400209;500002721;1205-1230;2000
399942;500002722;125-142;2005
400451;500002723;883-892;2008
401763;500002723;901-910;2008
400777;500002724;223-232;2010
401356;500002724;523-533;2010
401063;500002725;338;2012
401624;500002725;24-37;2012
401630;500002726;1013-1014;2013
401445;500002727;221-233;2014
401805;500002728;15-28;2016
400968;500002729;15-25;2016
400394;500002730;69-79;2017
401053;500002731;23-35;2018
399963;500002732;245-248;1993
407405;500002733;90-94;1998
404755;500002734;653-670;1998
407456;500002734;266-282;1998
409006;500002735;264-285;1998
405913;500002736;597-609;1998
407951;500002737;472-478;1999
403098;500002738;607-614;1999
406620;500002739;549-562;1999
402387;500002740;130-146;1999
403869;500002740;510-537;1999
408753;500002740;254-266;1999
403838;500002741;440-451;2000
411270;500002742;Jan-15;2000
406126;500002743;217-219;2000
403714;500002744;631-647;2001
412885;500002745;Jan-16;2001
410704;500002746;181-189;2002
405611;500002747;601-621;2002
414238;500002748;170-190;2002
404760;500002749;432-451;2002
411833;500002750;57-71;2003
407143;500002751;257-267;2003
412096;500002751;141-151;2003
413232;500002752;447-464;2004
411239;500002753;22-43;2004
414323;500002754;457-470;2005
405719;500002755;42-61;2005
404253;500002756;762-772;2005
408451;500002757;158-172;2005
412806;500002757;195-205;2005
405382;500002758;771-782;2006
412852;500002759;1108-1127;2006
406017;500002760;346-348;2006
407268;500002760;430-438;2006
409108;500002760;693-707;2006
404188;500002761;740-746;2006
409943;500002762;1427-1448;2006
403261;500002763;722-739;2006
404535;500002763;1311-1320;2006
403630;500002764;819-835;2007
409137;500002765;1232-1252;2007
409426;500002765;649-672;2007
413797;500002765;1779-1799;2007
408129;500002766;309-328;2007
410385;500002766;938-956;2007
409741;500002767;812-826;2007
403929;500002768;133-146;2008
411989;500002768;900-914;2008
402813;500002769;1564-1573;2008
404122;500002769;1276-1284;2008
407005;500002769;1174-1191;2008
406932;500002770;1402-1421;2008
412568;500002770;1422-1428;2008
403971;500002771;775-788;2008
402578;500002772;805-819;2009
413355;500002772;761-767;2009
407708;500002773;427-441;2009
413830;500002773;942-959;2009
402662;500002774;936-943;2009
404947;500002774;448-458;2009
406301;500002774;553-560;2009
410186;500002774;576-594;2009
411585;500002774;468-477;2009
403077;500002775;733-746;2010
406738;500002776;171-182;2010
413693;500002776;545-556;2010
413281;500002777;604-613;2010
405741;500002778;522-532;2010
404739;500002779;313-324;2010
402588;500002780;685-696;2010
408973;500002780;1269-1279;2010
410396;500002780;1368-1379;2010
414033;500002780;1564-1572;2010
412023;500002781;125-136;2011
409428;500002782;596-605;2011
402399;500002783;613-623;2012
409296;500002784;509-518;2012
403255;500002785;636-648;2012
413536;500002785;155-164;2012
408581;500002786;191-203;2012
414352;500002786;523-528;2012
406155;500002787;466-476;2013
407990;500002788;282-289;2013
410400;500002789;683-694;2013
407818;500002790;245-257;2013
409347;500002790;666-680;2013
410062;500002791;98-108;2013
410712;500002792;613-617;2014
412631;500002792;561-571;2014
413491;500002792;178-185;2014
405717;500002793;114-124;2014
405889;500002793;293-298;2014
404013;500002794;454-464;2014
414391;500002794;957-965;2014
405766;500002795;630-644;2014
412689;500002795;741-759;2014
402134;500002796;557-567;2015
406860;500002796;107-120;2015
413114;500002796;756-768;2015
407517;500002797;927-935;2015
409480;500002797;787-799;2015
412177;500002798;421-440;2015
403449;500002799;384-395;2016
404824;500002799;21-32;2016
412241;500002799;658-667;2016
405851;500002800;1016-1028;2016
411085;500002800;478-494;2016
414036;500002801;191-203;2016
412584;500002802;472-480;2016
406377;500002803;163-174;2016
410837;500002803;298-307;2016
403701;500002804;696-712;2017
409867;500002804;877-885;2017
403587;500002805;1106-1117;2017
402070;500002806;1097-1111;2017
410278;500002807;499-508;2017
412585;500002808;827-837;2017
413946;500002808;356-366;2017
402513;500002809;598-620;2018
413520;500002810;911-919;2018
402623;500002811;150-161;2018
403612;500002812;682-694;2018
404191;500002813;328-336;2018
405805;500002814;462-473;2018
410946;500002815;1119-1135;2019
413938;500002815;1136-1148;2019
403677;500002816;671-686;2019
412809;500002816;1112-1124;2019
415466;500002817;443-470;1992
415041;500002818;141-150;1993
415765;500002819;575-590;1994
415778;500002820;631-650;1995
415554;500002821;687-692;1999
415757;500002822;281-290;2001
414555;500002823;645-658;2002
414707;500002824;733-752;2003
414554;500002825;;2012
414520;500002826;1789-1804;2013
415320;500002826;1099-1114;2013
415679;500002826;547-572;2013
415768;500002826;943-962;2013
415204;500002827;1183-1190;2014
414605;500002828;;2018
416067;500002829;Jan-15;2008
416116;500002830;131-139;2009
416275;500002831;97-104;2010
416119;500002832;187-205;2013
416352;500002833;139-155;2014
415901;500002834;215-233;2015
416296;500002835;901-922;2016
415990;500002836;771-790;2017
416487;500002837;11-Dec;2013
416613;500002838;26-27;2014
416854;500002838;49-52;2014
417102;500002838;09-Nov;2014
417036;500002839;123-126;2016
416831;500002840;73-81;2017
417012;500002840;16-19;2017
416564;500002841;62-63;2018
417604;500002842;412-424;2006
417174;500002843;270-302;2009
417568;500002844;42-65;2013
419347;500002845;183-190;1996
420921;500002845;64-71;1996
420465;500002846;124-128;1997
418213;500002847;113-123;2000
420785;500002848;62-70;2002
418878;500002849;91-100;2007
420939;500002849;355-372;2007
420747;500002850;101-109;2008
419262;500002851;417-422;2009
419753;500002851;939-943;2009
417665;500002852;69-78;2012
418109;500002853;151-159;2013
419249;500002853;411-419;2013
419750;500002853;793-802;2013
420424;500002853;205-210;2013
420646;500002853;271-277;2013
417615;500002854;1297-1309;2013
418999;500002854;769-777;2013
419664;500002854;1369-1379;2013
420152;500002854;1563-1571;2013
420931;500002854;657-665;2013
418035;500002855;1647-1658;2014
419481;500002855;1003-1018;2014
420662;500002855;1135-1146;2014
418613;500002856;967-974;2014
419626;500002856;1535-1555;2014
420926;500002856;2091;2014
419213;500002857;941-947;2015
420865;500002857;1963-1978;2015
417896;500002858;2687-2702;2017
418176;500002858;2005-2016;2017
418409;500002858;1265-1274;2017
418763;500002858;145-153;2017
419085;500002858;1023-1033;2017
419697;500002858;3341-3351;2017
419900;500002858;3323-3340;2017
420162;500002858;499-504;2017
417899;500002859;887-901;2018
418550;500002859;105-109;2018
419196;500002859;79-95;2018
419804;500002859;1101-1114;2018
418691;500002860;3317-3326;2018
418729;500002860;2003-2012;2018
419290;500002860;3799-3814;2018
419687;500002860;2539-2554;2018
419811;500002860;3491-3507;2018
419903;500002860;1769-1781;2018
420236;500002860;3837-3845;2018
420479;500002860;685-698;2018
421848;500002861;197-208;2011
422089;500002862;647-664;2011
422314;500002863;265-270;2012
421634;500002864;781-802;2013
421663;500002865;460-479;2013
421940;500002866;795-804;2013
422287;500002867;533-552;2014
421340;500002868;310-331;2014
421890;500002869;1050-1070;2015
421277;500002870;605-618;2015
421958;500002871;615-624;2016
422377;500002871;830-849;2016
421897;500002872;759-783;2016
422350;500002873;357-390;2017
422347;500002874;156-175;2017
421341;500002875;283-285;2017
422484;500002876;1014-1026;2018
421605;500002877;86-102;2018
421891;500002877;553-568;2018
422473;500002878;397-427;2019
422786;500002879;372-390;2011
423606;500002880;01-Jun;1996
423078;500002881;206-215;2001
422800;500002882;186-200;2006
423355;500002883;285-295;2014
423786;500002884;119-130;2016
423721;500002885;Jan-16;2019
423979;500002886;31-46;2007
424582;500002887;15-62;2004
424462;500002888;435-459;2006
424122;500002889;479-499;2007
424149;500002890;543-545;2013
424473;500002891;470-507;2014
424376;500002892;633-647;2016
424755;500002892;336-351;2016
424818;500002892;116-134;2016
425021;500002893;303-328;2002
425010;500002894;143-180;2003
425065;500002895;249-277;2009
424891;500002896;327-359;2017
424953;500002897;195-197;2018
425752;500002898;;2007
425407;500002899;;2014
425417;500002900;;2015
425845;500002901;;2016
425549;500002902;;2018
425654;500002902;;2018
426057;500002903;203-221;2010
426054;500002904;191-212;2015
426086;500002905;129-142;2017
426747;500002906;84;2002
426843;500002907;56-64;2003
426864;500002907;62-71;2003
427044;500002907;16-19;2003
426780;500002908;Dec-14;2004
426615;500002909;15-17;2007
427028;500002910;62-70;2008
426511;500002911;02-Apr;2012
426991;500002912;30-36;2014
426382;500002913;80-83;2015
426483;500002914;06-Oct;2017
427012;500002914;54-60;2017
427127;500002915;67-88;2007
427273;500002916;62-83;2008
427202;500002917;Jan-23;2009
427298;500002918;Jan-23;2012
427301;500002919;Jan-19;2018
427379;500002920;-276;1996
427408;500002920;263-275;1996
427396;500002921;191-202;1997
428659;500002922;201-204;1987
429249;500002923;361-375;1989
429913;500002924;37-50;2000
428580;500002925;389-390;2001
428728;500002925;449-465;2001
427736;500002926;87-102;2002
428109;500002927;763-781;2006
428439;500002927;1087-1103;2006
428803;500002928;1305-1322;2007
429153;500002928;105-120;2007
427826;500002929;1439-1460;2008
429257;500002929;689-704;2008
428627;500002930;2015-2034;2009
427795;500002931;1857-1877;2011
429964;500002931;1817-1838;2011
429120;500002932;947-958;2013
429696;500002932;739-747;2013
429920;500002932;1313-1323;2013
427688;500002933;523-531;2014
428412;500002933;63-76;2014
428755;500002933;1653-1664;2014
428784;500002934;139-146;2015
429243;500002934;225-238;2015
430080;500002935;96-101;2007
430168;500002936;165-172;2018
430437;500002937;89-99;2004
430386;500002938;333-344;2005
430451;500002939;13-21;2009
430319;500002940;Jan-13;2010
430423;500002941;197-226;2011
430604;500002942;Jan-17;2014
430564;500002943;191-204;2016
431005;500002944;65-76;2013
430914;500002945;81-88;2014
430847;500002946;151-161;2016
430782;500002947;87-93;2017
431015;500002948;73-81;2008
431141;500002949;57-68;2010
431208;500002950;34-41;2013
431199;500002951;29-45;2018
431349;500002952;249-273;2008
431230;500002953;260-277;2009
431421;500002954;151-160;2012
431231;500002955;89-98;2013
432760;500002956;164-200;2002
432264;500002957;249-259;2003
431669;500002958;89-95;2003
431927;500002959;141-156;2004
433134;500002960;179-189;2004
432702;500002961;Jan-26;2006
433145;500002962;118-133;2006
431566;500002963;162-212;2007
432490;500002964;128-132;2007
432189;500002965;1007-1024;2010
432295;500002965;1982-2003;2010
431585;500002966;505-523;2011
432320;500002967;879-927;2012
432153;500002968;60-69;2013
431613;500002969;34-60;2016
432876;500002970;32-45;2016
431785;500002971;26-56;2017
432709;500002972;43-65;2017
432386;500002973;36-71;2018
435004;500002974;67-81;1985
433339;500002975;Oct-26;1987
433618;500002976;57-65;1989
433869;500002977;46-53;1990
433583;500002978;Oct-19;1992
434248;500002979;20-28;1993
434529;500002979;36-47;1993
433373;500002980;48-59;1994
434437;500002980;24-35;1994
433741;500002981;30-36;1995
434399;500002981;54-64;1995
434986;500002982;Dec-18;1996
435096;500002982;51-58;1996
433962;500002983;65-69;1997
434215;500002984;33-41;1998
434654;500002985;56-63;2002
434739;500002986;5;2003
434059;500002987;Oct-20;2004
434358;500002987;7;2004
434784;500002987;30-37;2004
433510;500002988;67-81;2006
435262;500002989;110-112;2007
435161;500002990;52-54;2010
433264;500002991;02-Mar;2011
433500;500002992;06-Jul;2012
434990;500002992;64;2012
434575;500002993;42-53;2014
433552;500002994;52-61;2015
434034;500002995;-60;2016
435203;500002996;60-72;2017
435999;500002997;38-39;2010
436124;500002997;3;2010
436324;500002997;14-17;2010
435473;500002998;60-63;2011
435668;500002998;52-59;2011
435801;500002998;46-53;2011
435961;500002999;46-55;2014
435464;500003000;Jun-15;2016
435653;500003000;38-47;2016
435548;500003001;48-55;2017
435575;500003001;85;2017
435614;500003002;14-21;2018
441884;500003003;69-76;1980
437054;500003004;140-143;1984
439636;500003005;115-120;1987
436411;500003006;99-107;1990
440266;500003007;381-387;1992
440434;500003007;225-234;1992
438075;500003008;548-556;1993
441282;500003008;767-775;1993
439837;500003009;146-147;1994
440748;500003009;141-142;1994
438133;500003010;911-920;1995
438568;500003010;192-203;1995
438363;500003011;124-132;1996
436836;500003012;605-614;1997
438344;500003013;543-555;1999
439306;500003013;697-709;1999
441879;500003014;1470-1483;2000
437140;500003015;1007-1018;2001
440551;500003015;877-888;2001
437609;500003016;1614-1621;2003
438072;500003016;36-40;2003
440595;500003016;1764-1774;2003
437263;500003017;1709-1715;2004
439719;500003017;1295-1313;2004
439812;500003017;935-945;2004
441522;500003017;239-252;2004
441625;500003017;13-26;2004
439651;500003018;540-549;2005
440383;500003018;1791-1797;2005
439922;500003019;3250-3264;2006
440512;500003019;1627-1638;2006
441121;500003019;1094-1109;2006
441678;500003019;2739-2749;2006
439183;500003020;2385-2400;2007
439677;500003020;670-684;2007
439177;500003021;1513-1528;2008
438033;500003022;1903-1904;2009
441009;500003022;1326-1335;2009
437110;500003023;1471;2010
440214;500003023;828-840;2010
440130;500003024;948-961;2011
441797;500003024;526-535;2011
441101;500003025;298-308;2012
440807;500003026;1024-1038;2013
441437;500003026;1329-1340;2013
440688;500003027;41-53;2014
440073;500003028;Jan-13;2014
439546;500003029;98-110;2014
437012;500003030;130-140;2015
439198;500003031;167-175;2016
441595;500003031;291-300;2016
441717;500003032;13-27;2016
439517;500003033;84-103;2018
441894;500003034;83-93;2018
442088;500003035;28;2017
441929;500003036;49;2018
442185;500003037;19-39;1995
442165;500003038;202-225;1996
442146;500003039;103-125;1997
442200;500003040;261-283;1998
442172;500003041;239-247;1999
443245;500003042;1247-1258;2003
446829;500003042;1000-1007;2003
447324;500003042;989-999;2003
443116;500003043;1018-1023;2004
443381;500003043;709-715;2004
443895;500003043;08-Nov;2004
444566;500003043;1317-1325;2004
448232;500003043;1936-1941;2004
449799;500003043;1689-1701;2004
443139;500003044;1186-1194;2005
444336;500003044;1351-1359;2005
446968;500003044;2789-2800;2005
442975;500003045;591-602;2006
443301;500003045;2009-2016;2006
443288;500003046;1133-1142;2007
443402;500003046;1711-1721;2007
446561;500003046;3191-3196;2007
446937;500003046;330-337;2007
448440;500003046;2022-2025;2007
444443;500003047;1264-1275;2008
447088;500003047;146-154;2008
448049;500003047;3878-3888;2008
443069;500003048;4230-4240;2009
443113;500003048;4677-4687;2009
443548;500003048;4492-4497;2009
446119;500003048;535-540;2009
449717;500003048;5801-5805;2009
450063;500003048;2737-2741;2009
442890;500003049;198-207;2010
447074;500003049;2560-2574;2010
442427;500003050;1260-1268;2011
443021;500003050;484-494;2011
444114;500003050;602-613;2011
446385;500003050;228-239;2011
443674;500003051;3528-3539;2012
444649;500003051;3025-3029;2012
446954;500003051;1112-1123;2012
448564;500003051;1488-1499;2012
442309;500003052;4658-4667;2013
443211;500003052;3662-3671;2013
449480;500003052;5966-5978;2013
449631;500003052;5434-5443;2013
442413;500003053;3317-3328;2014
442824;500003053;5095-5106;2014
443522;500003053;132-143;2014
443629;500003053;5968-5984;2014
444505;500003053;4974-4984;2014
444762;500003053;998-1009;2014
446138;500003053;3269-3280;2014
446586;500003053;198-209;2014
449751;500003053;6286-6299;2014
442669;500003054;6710-6721;2015
442833;500003054;1622-1635;2015
444881;500003054;3143-3156;2015
444987;500003054;5338-5349;2015
445350;500003054;4867-4878;2015
445778;500003054;5871-5885;2015
446959;500003054;2180-2191;2015
446774;500003055;6813-6827;2016
447087;500003055;2484-2497;2016
442733;500003056;5481-5497;2017
448671;500003056;7919-7935;2017
448811;500003056;717-729;2017
449301;500003056;581-593;2017
449469;500003056;3953-3967;2017
444660;500003057;5637-5652;2018
446357;500003057;5871-5884;2018
450118;500003058;240-256;2011
450283;500003059;127-138;2006
450214;500003060;127-141;2007
450688;500003061;99-106;1996
450726;500003061;107-136;1996
450713;500003062;299-309;2003
450534;500003063;14:1-14:25;2014
451110;500003064;23-36;2001
451054;500003065;35-60;2010
451444;500003066;13-17;2010
451240;500003067;08-Dec;2013
451501;500003067;Dec-14;2013
451388;500003068;Nov-15;2016
451221;500003069;05-Aug;2018
458369;500003070;806-814;1991
462877;500003070;1360-1368;1991
451764;500003071;977-981;1992
452698;500003071;2559-2569;1992
453792;500003071;96-105;1992
455593;500003071;1108-1121;1992
464814;500003071;1584-1587;1992
452618;500003072;1391-1394;1993
461594;500003072;232-244;1993
452654;500003073;211-216;1994
453978;500003073;194-196;1994
460999;500003073;2006-2021;1994
461630;500003073;2678-2691;1994
453319;500003074;1348-1359;1995
457144;500003074;2176-2185;1995
460389;500003074;3029-3031;1995
453903;500003075;129-133;1996
456862;500003075;720-723;1996
459237;500003075;620-628;1996
459770;500003075;2098-2102;1996
463085;500003075;818-826;1996
463138;500003075;2300-2310;1996
464154;500003075;190-200;1996
457204;500003076;1669-1674;1997
463119;500003076;148-160;1997
463973;500003076;445-456;1997
464420;500003076;3053-3061;1997
452664;500003077;227-231;1998
453272;500003077;1439-1443;1998
455994;500003077;115-129;1998
460255;500003077;209-214;1998
463678;500003077;255-258;1998
452639;500003078;884-889;1999
453839;500003078;2905-2916;1999
457905;500003078;2572-2575;1999
464520;500003078;1478-1481;1999
460416;500003079;2132-2144;2000
460815;500003079;172-183;2000
454549;500003080;1992-2002;2001
456848;500003080;2074-2086;2001
463024;500003080;2734-2744;2001
463934;500003080;1704-1713;2001
458037;500003081;49-57;2002
463408;500003081;1065-1076;2002
463739;500003081;41-48;2002
461345;500003082;325-337;2003
461799;500003082;1367-1377;2003
453635;500003083;2625-2636;2004
462467;500003083;165-174;2004
463224;500003083;962-974;2004
464202;500003083;1801-1804;2004
460744;500003084;816-823;2005
461811;500003084;333-345;2005
455878;500003085;2672-2677;2006
457933;500003085;499-511;2006
460747;500003085;59-68;2006
461641;500003085;2897-2909;2006
454612;500003086;2965-2973;2007
455075;500003086;5521-5527;2007
458213;500003086;4227-4240;2007
458588;500003086;1352-1363;2007
458868;500003086;4558-4566;2007
459203;500003086;1137-1149;2007
460535;500003086;5485-5496;2007
460749;500003086;2375-2385;2007
465136;500003086;5782-5795;2007
455152;500003087;4951-4965;2008
456278;500003087;1865-1877;2008
459049;500003087;4020-4030;2008
464901;500003087;712-726;2008
451970;500003088;3827-3843;2009
453464;500003088;1959-1975;2009
460836;500003088;1976-1986;2009
463221;500003088;161-167;2009
453014;500003089;3238-3250;2010
453868;500003089;6369-6386;2010
464047;500003089;566-574;2010
455264;500003090;1895-1901;2011
455449;500003090;2101-2111;2011
457480;500003090;3813-3823;2011
459544;500003090;4199-4209;2011
460973;500003090;1421-1434;2011
462194;500003090;6058-6072;2011
454633;500003091;6465-6480;2012
456335;500003091;4775-4789;2012
459411;500003091;793-811;2012
462439;500003091;6687-6692;2012
464309;500003091;514-518;2012
454623;500003092;6000-6009;2013
455458;500003092;3495-3508;2013
456663;500003092;2767-2777;2013
463675;500003092;411-419;2013
457352;500003093;6355-6365;2014
458936;500003093;3208-3219;2014
452532;500003094;2779-2789;2015
453771;500003094;2929-2941;2015
454899;500003094;3062-3075;2015
459529;500003094;119-131;2015
461838;500003094;3018-3031;2015
465018;500003094;1228-1243;2015
454697;500003095;4562-4575;2016
454743;500003095;2103-2118;2016
456532;500003095;816-828;2016
464996;500003095;3351-3361;2016
456273;500003096;663-676;2017
456460;500003096;6053-6068;2017
457528;500003096;2093-2103;2017
457962;500003096;5225-5239;2017
462249;500003096;5621-5634;2017
464403;500003096;1116-1129;2017
452476;500003097;6390-6403;2018
452912;500003097;3696-3709;2018
453754;500003097;4223-4238;2018
455343;500003097;3086-3099;2018
457772;500003097;3199-3211;2018
458172;500003097;3024-3039;2018
464121;500003098;504-519;2019
457048;500003099;846-857;1986
463846;500003099;200-202;1986
463893;500003100;1486-1487;1987
455105;500003101;471-476;1988
463411;500003101;130-132;1988
456951;500003102;872-881;1989
458866;500003102;665-675;1989
460450;500003103;586-598;1990
465329;500003104;5:1-5:33;2010
465247;500003105;13:1-13:22;2013
465311;500003106;2:1-2:3;2015
465786;500003107;369-380;1990
465894;500003108;49-58;1992
465889;500003109;447-459;2000
465857;500003110;401-417;2012
466354;500003111;14:1-14:2;2016
466402;500003112;143-155;2015
467738;500003113;169-182;1994
467290;500003114;269-278;1995
466966;500003115;209-216;1996
469126;500003116;707-718;1998
467978;500003117;692-705;1999
469528;500003118;466-473;2000
469398;500003119;902-911;2002
467777;500003120;830-838;2003
469005;500003120;933-939;2003
466922;500003121;826-833;2008
468962;500003121;297-303;2008
469465;500003121;340-347;2008
468302;500003122;884-891;2009
469199;500003122;135-142;2009
469800;500003122;1145-1153;2009
467639;500003123;622-627;2011
468071;500003124;1376-1383;2012
469473;500003125;2408-2416;2013
467857;500003126;360-368;2014
466762;500003127;2195-2202;2015
466885;500003127;290-296;2015
468533;500003127;1901-1913;2015
468581;500003127;197-205;2015
469189;500003127;2408-2415;2015
467246;500003128;2070-2081;2016
467784;500003129;744-751;2017
467884;500003130;652-663;2018
467983;500003130;2157-2164;2018
467754;500003131;234-248;2019
468506;500003131;495-506;2019
470027;500003132;311-327;2000
469971;500003133;587-639;2007
470091;500003133;151-165;2007
469943;500003134;881-909;2010
470395;500003134;417-439;2010
469884;500003135;549-569;2012
470485;500003135;53-89;2012
470088;500003136;917-942;2013
469999;500003137;643-676;2014
470311;500003137;75-106;2014
469892;500003138;549-575;2015
470384;500003139;345-357;2018
470594;500003140;S5;2008
471041;500003141;4;2010
471395;500003141;62;2010
471470;500003142;34;2012
470817;500003143;91;2013
471730;500003143;103;2013
470870;500003144;42;2016
471369;500003144;27;2016
471482;500003144;13;2016
471244;500003145;87:1-87:15;2018
471547;500003145;44:1-44:17;2018
472222;500003146;Jan-30;2005
472209;500003147;92-117;2006
472303;500003147;355-378;2006
472068;500003148;371-402;2007
472299;500003149;75-90;2011
472227;500003150;Jan-23;2014
472238;500003151;75-93;2017
472895;500003152;271-302;2002
472985;500003153;510-531;2008
473169;500003154;1324-1340;2009
472652;500003155;551-581;2011
472946;500003156;210-248;2014
472558;500003157;107-131;2015
472961;500003157;1558-1599;2015
472763;500003158;1352-1383;2016
475528;500003159;196-200;1991
474499;500003160;Dec-18;1993
474906;500003160;471-475;1993
475656;500003160;601-605;1993
475892;500003160;26-30;1993
473813;500003161;332-339;1994
474618;500003162;301-306;1995
475209;500003162;125-130;1995
475742;500003162;179-185;1995
473315;500003163;317;1996
474293;500003164;135-139;1997
474984;500003164;203-207;1997
473713;500003165;494-498;1998
474502;500003165;505-514;1998
474514;500003165;14-17;1998
473835;500003166;411-416;1999
473334;500003167;585-592;2000
473579;500003167;527-533;2000
475319;500003167;603-604;2000
473385;500003168;366-374;2002
474089;500003168;98-104;2002
473980;500003169;646-648;2003
476114;500003170;104-112;2004
474344;500003171;546-552;2005
474481;500003171;173-180;2005
474881;500003172;374-380;2007
475907;500003172;544-549;2007
474049;500003173;36-43;2009
474510;500003173;Dec-19;2009
474556;500003174;893-901;2011
474924;500003174;768-777;2011
475939;500003175;811-819;2012
475779;500003176;59-67;2014
475603;500003177;469-479;2015
475047;500003178;199-214;2016
476305;500003179;105-116;2014
476195;500003180;27-37;2015
476317;500003181;33-45;2016
476642;500003182;73-83;2016
476361;500003183;121-129;2016
476189;500003184;53-61;2016
478087;500003185;80-95;1989
477530;500003186;416-434;1995
477959;500003187;35-46;1996
478109;500003188;509-543;1997
477950;500003189;346-355;2002
477841;500003190;592;2004
477023;500003191;377-412;2005
477376;500003191;-4;2005
477577;500003192;459-474;2006
478061;500003193;296-315;2010
477185;500003194;188-200;2011
478150;500003195;562-581;2012
478149;500003196;Jan-19;2016
477043;500003197;83-114;2018
477947;500003198;79-109;2019
478326;500003199;54-61;2014
479857;500003200;291-317;1985
478894;500003201;549-564;1993
479997;500003202;23-32;1995
479306;500003203;419-436;1996
478802;500003204;157-183;2002
