:START_ID;:END_ID;year
710628;301647;1998
710628;610262;1995
710628;11109;1995
710628;711676;1993
490584;10935;1995
760545;363627;1997
760545;13739;1996
760545;10935;1995
759910;10935;1995
1019254;10935;1995
542193;13295;1996
542193;10935;1995
300774;12835;1994
300774;610953;1993
300774;610774;1996
300774;10935;1995
300774;711676;1993
300774;610367;2000
300774;363807;1994
1266;10935;1995
1979722;363491;1998
1979722;10943;1996
740939;363673;1997
740939;610846;1994
740939;11819;1994
740939;12973;1997
740939;10943;1996
740939;13760;1997
740939;364099;1995
740939;14419;1998
740939;14039;1997
740939;363491;1998
740939;13164;1995
740939;13933;1994
740939;12151;1996
78137;363491;1998
78137;10943;1996
13585;610191;1998
13585;12954;1996
13585;14002;1995
13585;10946;1996
13585;11843;1995
13585;12115;1996
13585;610269;1993
13585;610538;1992
13585;13304;1997
300136;10946;1996
300136;610277;1999
300136;13304;1997
1528449;610321;1996
1528449;711323;1990
1528449;12068;1994
1528449;12856;1994
1528449;711225;1995
1528449;12225;1992
1528449;10946;1996
1528449;610905;1999
1528449;485860;1998
1528449;610538;1992
1624260;610818;1993
1624260;610703;1996
1624260;610321;1996
1624260;363417;1994
1624260;12954;1996
1624260;711323;1990
1624260;12068;1994
1624260;12225;1992
1624260;10946;1996
1624260;13767;1995
1624260;610905;1999
1624260;710233;1990
1624260;610295;1993
1624260;13304;1997
1624260;363897;1994
243140;10946;1996
243140;14002;1995
243140;363283;1996
243140;12115;1996
243140;363670;1998
243140;610269;1993
13186;14144;1994
13186;10946;1996
13186;11843;1995
13186;363663;1997
13186;610191;1998
13186;817296;1993
13186;14002;1995
13186;12115;1996
13186;363283;1996
13186;363670;1998
1623390;10946;1996
1623390;13186;1992
1623390;13670;1995
1623390;12337;1990
1623390;12120;1989
1623390;14203;1990
11886;10946;1996
1825128;10948;1993
1825128;13290;1991
1825128;13647;1998
1825128;11025;1997
1825128;363772;1990
363898;13063;1996
363898;14344;1993
363898;363694;1986
363898;363951;1990
363898;363958;1987
363898;10948;1993
363898;363593;1984
363898;363771;1991
1526417;13063;1996
1526417;14344;1993
1526417;11025;1997
1526417;363694;1986
1526417;10948;1993
1526417;11899;1995
486372;14336;1989
486372;14344;1993
486372;610340;1995
486372;610362;2000
486372;610369;1996
486372;12359;1989
486372;610400;1992
486372;14471;1989
486372;610455;1994
486372;610484;1992
486372;14529;1994
486372;14556;1993
486372;610545;1995
486372;710919;1981
486372;710928;1979
486372;610608;1993
486372;12624;1995
486372;610883;1993
486372;711308;1983
486372;711335;1991
486372;10948;1993
486372;363209;1980
486372;363214;1992
486372;711394;1981
486372;363250;1984
486372;11025;1997
486372;363352;1980
486372;11125;1990
486372;363399;1993
486372;363405;1984
486372;363406;1985
486372;363430;1985
486372;711603;1984
486372;363445;1985
486372;363449;1982
486372;363454;1980
486372;711614;1990
486372;363456;1992
486372;363469;1987
486372;11222;1989
486372;363501;1977
486372;363518;1983
486372;363536;1994
486372;363539;1980
486372;363541;1986
486372;820262;1999
486372;363577;1988
486372;363579;1981
486372;11334;1991
486372;363590;1989
486372;363593;1984
486372;363597;1989
486372;363655;1997
486372;363657;1989
486372;363665;1983
486372;11418;1993
486372;363693;1979
486372;363694;1986
486372;363743;1978
486372;13559;1990
486372;363771;1991
486372;363772;1990
486372;363773;1983
486372;363779;1986
486372;363788;1992
486372;13586;1996
486372;363796;1996
486372;363816;1979
486372;363858;1977
486372;363865;1982
486372;363868;1980
486372;363875;1987
486372;363876;1984
486372;363898;1983
486372;363899;1980
486372;363932;1992
486372;363935;1988
486372;363951;1990
486372;363958;1987
486372;363998;1984
486372;364024;1994
486372;11796;1998
486372;364067;1987
486372;364082;1983
486372;364100;1988
486372;364102;1980
486372;364125;1979
486372;364133;1980
486372;11905;1995
486372;364163;1978
486372;364166;1994
486372;710423;1981
486372;300862;1998
486372;610184;1996
486372;12204;1994
486372;14273;1995
486372;710619;1976
486372;610279;1996
1498733;10948;1993
1498733;14344;1993
1498733;13559;1990
1704055;363399;1993
1704055;14344;1993
1704055;13586;1996
1704055;817558;1998
1704055;363932;1992
1704055;364067;1987
1704055;10948;1993
1704055;363877;1998
1704055;363772;1990
363693;364054;1991
363693;364067;1987
363693;14373;1994
363693;364102;1980
363693;12359;1989
363693;363593;1984
363693;364115;1990
363693;820316;1999
363693;364126;1993
363693;11418;1993
363693;363697;1994
363693;11968;1989
363693;10948;1993
363693;13559;1990
363693;13563;1989
363693;363772;1990
363693;363773;1983
363693;13586;1996
363693;710423;1981
363693;610596;2000
363693;363352;1980
363693;12127;1993
363693;363875;1987
363693;14219;1991
363693;817558;1998
363693;363932;1992
363693;11683;1995
363693;363449;1982
363693;301516;1999
363693;363509;1997
363693;11771;1994
363693;363518;1983
1525704;10948;1993
1525704;13063;1996
1525704;14344;1993
1840358;10953;1993
11645;12101;1997
11645;10953;1993
11645;13721;1994
11645;12831;1994
362020;13592;1992
362020;14563;1993
362020;10953;1993
362020;13642;1995
362020;11511;1993
362020;11800;1994
362020;11997;1994
362020;14175;1993
482598;10953;1993
361864;10953;1993
14499;10953;1993
14499;13697;1996
11750;10953;1993
363901;14355;1991
363901;363550;1982
363901;364062;1988
363901;364064;1979
363901;11299;1996
363901;363559;1985
363901;13868;1989
363901;364076;1981
363901;364082;1983
363901;363576;1986
363901;610883;1993
363901;364100;1988
363901;363592;1990
363901;363595;1978
363901;364125;1979
363901;364133;1980
363901;710250;1987
363901;363629;1981
363901;363645;1991
363901;364169;1979
363901;364180;1979
363901;12961;1994
363901;301736;1998
363901;363689;1981
363901;363209;1980
363901;10957;1992
363901;363216;1988
363901;363729;1979
363901;363737;1985
363901;363739;1983
363901;363740;1981
363901;12510;1994
363901;363743;1978
363901;711394;1981
363901;363754;1981
363901;363258;1981
363901;363771;1991
363901;711422;1987
363901;363270;1981
363901;363783;1984
363901;13065;1990
363901;363787;1976
363901;710928;1979
363901;363794;1993
363901;363287;1982
363901;363803;1981
363901;363300;1976
363901;363816;1979
363901;12076;1997
363901;13628;1994
363901;363330;1977
363901;363331;1979
363901;363856;1984
363901;363858;1977
363901;363861;1983
363901;363862;1995
363901;13655;1989
363901;363352;1980
363901;363365;1978
363901;363890;1997
363901;13686;1993
363901;363899;1980
363901;610685;1994
363901;711040;1978
363901;363395;1986
363901;710552;1985
363901;13721;1994
363901;363421;1983
363901;363940;1983
363901;13225;1994
363901;363945;1996
363901;363950;1981
363901;363977;1989
363901;11219;1989
363901;363476;1976
363901;710619;1976
363901;364004;1987
363901;817637;1999
363901;363495;1992
363901;363501;1977
363901;364013;1989
363901;711676;1993
490672;711308;1983
490672;364062;1988
490672;816544;1993
490672;363559;1985
490672;12076;1997
490672;11829;1994
490672;13628;1994
490672;11329;1998
490672;711368;1983
490672;710860;1984
490672;10957;1992
490672;363737;1985
490672;489467;1991
490672;711676;1993
13065;364036;1992
13065;363533;1993
13065;11807;1995
13065;610850;1993
13065;12323;1993
13065;11829;1994
13065;13417;1994
13065;480392;1992
13065;817310;1997
13065;10957;1992
13065;13524;1993
13065;12048;1992
13065;363796;1996
13065;13602;1996
13065;12082;1994
13065;14156;1995
13065;363862;1995
13065;12647;1995
13065;817512;1994
13065;11636;1994
13065;610688;1997
13065;610178;1997
13065;13732;1998
13065;13737;1997
13065;13304;1997
13065;711676;1993
11518;610688;1997
11518;363276;1995
11518;363664;1992
11518;11025;1997
11518;817174;1993
11518;610846;1994
11518;11299;1996
11518;816931;1996
11518;11829;1994
11518;13752;1995
11518;817348;1992
11518;301001;1999
11518;10957;1992
11518;363991;1997
11518;363486;1996
11518;817637;1999
11518;11369;1996
11518;489467;1991
11518;711676;1993
11518;11519;1995
363595;610794;2000
363595;10957;1992
363595;12720;1989
363595;364112;1987
363595;610547;1996
363595;363733;1982
256430;363655;1997
256430;13714;1992
256430;13085;1992
256430;12462;1992
256430;13643;1990
256430;10957;1992
256430;14292;1992
256430;610645;1998
256430;11110;1998
13643;10957;1992
13643;12462;1992
13643;13714;1992
13643;13085;1992
13390;12048;1992
13390;12441;1996
13390;11299;1996
13390;13870;1994
13390;610606;1998
13390;11829;1994
13390;11329;1998
13390;14273;1995
13390;482888;1991
13390;301001;1999
13390;10957;1992
13390;817485;1993
13390;11600;1993
13390;13521;1997
13390;14181;1995
13390;610670;2000
13390;13428;1995
13390;489467;1991
13390;711676;1993
13390;817405;1996
13390;817662;1993
363592;610468;1999
363592;610685;1994
363592;10957;1992
363592;363917;1999
363592;610288;1994
363592;12599;1994
363592;610843;1994
363592;711676;1993
363592;13085;1992
275261;10960;1996
11521;11240;1993
11521;11849;1994
11521;10960;1996
11521;11997;1994
1472650;363280;1990
1472650;11696;1996
1472650;10960;1996
1472650;610296;1998
14480;10960;1996
14563;13697;1996
14563;11790;1998
14563;11029;1996
14563;12319;1996
14563;13379;1996
14563;10960;1996
14563;13935;1996
14563;301304;1998
1864095;10960;1996
487452;483680;1994
487452;14529;1994
487452;816712;1996
487452;10963;1997
487452;610231;1998
1531538;10963;1997
817450;10979;1998
817450;610831;1994
817450;817052;1993
489716;610312;1998
489716;14350;1995
489716;11815;1998
489716;13870;1994
489716;817209;1993
489716;610369;1996
489716;363670;1998
489716;11943;1996
489716;816857;1991
489716;10979;1998
489716;11499;1997
489716;14062;1993
489716;13576;1998
489716;363277;1987
489716;11537;1998
489716;12570;1997
489716;363294;1995
489716;610612;1994
489716;300896;1998
489716;13246;1993
489716;13779;1991
489716;363475;1992
489716;13295;1996
14350;12106;1998
14350;10979;1998
490198;10979;1998
490198;817575;1996
541763;10979;1998
12088;14273;1995
12088;10979;1998
12088;12106;1998
12088;301453;2000
12088;816917;1993
12088;610294;1994
1620962;12106;1998
1620962;10979;1998
12106;10979;1998
1528399;12961;1994
1528399;13482;1994
1528399;14380;1992
1528399;610612;1994
1528399;12088;1993
1528399;817209;1993
1528399;10979;1998
1528399;610405;1994
1528399;14312;1992
1528399;12150;1994
1528399;610294;1994
1528399;11900;1993
1528399;610814;1995
10893;10979;1998
14062;11136;1998
14062;10979;1998
14062;13576;1998
14062;711208;1995
14062;13140;1998
14062;14303;1996
14515;10979;1998
541928;10979;1998
482846;10982;1996
482846;13225;1994
254628;10982;1996
254628;13225;1994
254628;610572;1995
254628;711676;1993
259368;10982;1996
518;10982;1996
518;13225;1994
518;610801;1997
518;711676;1993
363204;610953;1993
363204;363663;1997
363204;363664;1992
363204;363413;1994
363204;610585;1996
363204;817211;1995
363204;11069;1991
363204;13374;1992
363204;12487;1994
363204;13515;1995
363204;12632;1998
363204;610277;1999
363204;610279;1996
363204;12136;1998
363204;10989;1998
363204;11376;1996
363204;711676;1993
13055;300896;1998
13055;610306;1998
13055;11782;1998
13055;10989;1998
13055;610479;1995
13055;12982;1997
11811;14273;1995
11811;610953;1993
11811;10989;1998
11811;13870;1994
11811;363864;1997
11069;300896;1998
11069;14273;1995
11069;11811;1992
11069;610953;1993
11069;13515;1995
11069;14443;1995
11069;10989;1998
11069;13870;1994
11069;14190;1996
11069;13360;1997
11069;13841;1993
11069;364140;1995
11069;610479;1995
11069;13813;1998
11069;711320;1991
363291;816659;1997
363291;610470;1997
363291;11691;1995
363291;13996;1998
363291;817837;1993
363291;610745;1997
363291;610494;1997
363291;710721;1998
363291;816458;1997
363291;816595;1995
363291;10989;1998
363291;711676;1993
300156;14273;1995
300156;10989;1998
300156;13779;1991
300156;363475;1992
300156;711320;1991
300156;363807;1994
