:START_ID;:END_ID;mainAuthor
6757342;2084;FALSE
6757340;2084;FALSE
6756082;2084;FALSE
6757341;2084;FALSE
6757842;2258;TRUE
6757841;2258;FALSE
6757843;2258;FALSE
6757844;2258;FALSE
6758151;2351;TRUE
6758150;2351;FALSE
6758149;2351;FALSE
6759084;2693;TRUE
6759085;2693;FALSE
6759086;2693;FALSE
6759087;2693;FALSE
6757914;2716;TRUE
6759147;2716;FALSE
6759146;2716;FALSE
6759416;2825;TRUE
6759243;2924;TRUE
6758616;2924;FALSE
6759710;2952;TRUE
6759711;2952;FALSE
6759712;2952;FALSE
6759713;2952;FALSE
6759831;2998;TRUE
6759830;2998;FALSE
6758863;2998;FALSE
6758861;2998;FALSE
6758207;3399;TRUE
6759847;3399;FALSE
6758208;3399;FALSE
6758568;3419;TRUE
6758544;3419;FALSE
6760795;3419;FALSE
6760796;3419;FALSE
6761148;3587;TRUE
6761151;3587;FALSE
6761152;3587;FALSE
6761150;3587;FALSE
6759755;3587;FALSE
6761149;3587;FALSE
6758410;3633;TRUE
6761261;3633;FALSE
6761282;3645;TRUE
6761283;3645;FALSE
6761523;3763;TRUE
6761522;3763;FALSE
6761928;3926;TRUE
6761930;3926;FALSE
6761929;3926;FALSE
6761927;3926;FALSE
6762212;4002;TRUE
6761977;4002;FALSE
6762213;4002;FALSE
6762582;4127;TRUE
6762583;4127;FALSE
6762584;4127;FALSE
6762581;4127;FALSE
6762794;4194;TRUE
6762795;4194;FALSE
6762796;4194;FALSE
6762793;4194;FALSE
6762853;4208;TRUE
6762857;4208;FALSE
6762854;4208;FALSE
6762856;4208;FALSE
6762359;4208;FALSE
6762855;4208;FALSE
6762945;4236;TRUE
6762946;4236;FALSE
6762947;4236;FALSE
6762948;4236;FALSE
6762944;4236;FALSE
6763515;4417;TRUE
6763516;4417;FALSE
6763517;4417;FALSE
6761962;4430;TRUE
6761976;4430;FALSE
6762629;4430;FALSE
6762630;4430;FALSE
6761977;4541;TRUE
6761976;4541;FALSE
6763886;4544;TRUE
6764356;4696;TRUE
6764357;4696;FALSE
6764358;4696;FALSE
6764359;4696;FALSE
6765299;5034;TRUE
6765301;5034;FALSE
6765300;5034;FALSE
6765298;5034;FALSE
6765297;5034;FALSE
6765489;5107;TRUE
6765490;5107;FALSE
6765491;5107;FALSE
6765492;5107;FALSE
6765493;5107;FALSE
6763926;5141;TRUE
6765577;5141;FALSE
6762629;5330;TRUE
6763172;5330;FALSE
6766333;5429;TRUE
6766334;5429;FALSE
6766336;5429;FALSE
6766331;5429;FALSE
6766337;5429;FALSE
6766338;5429;FALSE
6766332;5429;FALSE
6766335;5429;FALSE
6761928;5429;FALSE
6761881;5454;TRUE
6762000;5454;FALSE
6766403;5454;FALSE
6766583;5520;TRUE
6766584;5520;FALSE
6766624;5533;TRUE
6766625;5533;FALSE
6766740;5579;TRUE
6766741;5579;FALSE
6766742;5579;FALSE
6766743;5579;FALSE
6766744;5579;FALSE
6759136;5579;FALSE
6763299;5579;FALSE
6767156;5764;TRUE
6767035;5764;FALSE
6763299;5764;FALSE
6763906;5764;FALSE
6767641;5955;TRUE
6767642;5955;FALSE
6767643;5955;FALSE
6767644;5955;FALSE
6762320;5955;FALSE
6762318;5955;FALSE
6764971;5969;TRUE
6767693;5969;FALSE
6763582;5969;FALSE
6761787;5969;FALSE
6762202;5969;FALSE
6767704;5973;TRUE
6764146;5973;FALSE
6764471;5973;FALSE
6767705;5973;FALSE
6767752;5989;TRUE
6767751;5989;FALSE
6767750;5989;FALSE
6767798;6008;TRUE
6767796;6008;FALSE
6767800;6008;FALSE
6767797;6008;FALSE
6767799;6008;FALSE
6767985;6086;TRUE
6766449;6086;FALSE
6766448;6086;FALSE
6768020;6099;TRUE
6768021;6099;FALSE
6768019;6099;FALSE
6768018;6099;FALSE
6763762;6099;FALSE
6768149;6160;TRUE
6768269;6209;TRUE
6765514;6209;FALSE
6768340;6236;TRUE
6762365;6236;FALSE
6768426;6274;TRUE
6768479;6295;TRUE
6768480;6295;FALSE
6768478;6295;FALSE
6768472;6295;FALSE
6768476;6295;FALSE
6768475;6295;FALSE
6768474;6295;FALSE
6768473;6295;FALSE
6764244;6295;FALSE
6768477;6295;FALSE
6768752;6395;TRUE
6761470;6395;FALSE
6769341;6660;TRUE
6755287;6660;FALSE
6769340;6660;FALSE
6769342;6661;TRUE
6762438;6843;TRUE
6762437;6843;FALSE
6762440;6843;FALSE
6762439;6843;FALSE
6769994;6934;TRUE
6769995;6934;FALSE
6769996;6934;FALSE
6769997;6934;FALSE
6769998;6934;FALSE
6769999;6934;FALSE
6770027;6948;TRUE
6770026;6948;FALSE
6770025;6948;FALSE
6765189;6949;TRUE
6763001;6949;FALSE
6768898;6963;TRUE
6768897;6963;FALSE
6770051;6963;FALSE
6765327;7152;TRUE
6768446;7152;FALSE
6765331;7152;FALSE
6770421;7152;FALSE
6765019;7152;FALSE
6770422;7152;FALSE
6765016;7152;FALSE
6765519;7152;FALSE
6770429;7156;TRUE
6770430;7156;FALSE
6770431;7156;FALSE
6759901;7156;FALSE
6770682;7261;TRUE
6765723;7261;FALSE
6765724;7261;FALSE
6771180;7510;TRUE
6771183;7510;FALSE
6771182;7510;FALSE
6771181;7510;FALSE
6764008;7565;TRUE
6761977;7565;FALSE
6764009;7565;FALSE
6764007;7565;FALSE
6764058;7565;FALSE
6771353;7600;TRUE
6770161;7600;FALSE
6759664;7600;FALSE
6771352;7600;FALSE
6765570;7692;TRUE
6762038;7692;FALSE
6764250;7692;FALSE
6768805;7692;FALSE
6771573;7698;TRUE
6771574;7698;FALSE
6763561;7751;TRUE
6771696;7751;FALSE
6771852;7823;TRUE
6771853;7823;FALSE
6756336;7823;FALSE
6771999;7903;TRUE
6761961;7903;FALSE
6771998;7903;FALSE
6756184;7916;TRUE
6754509;8038;TRUE
6772306;8038;FALSE
6772307;8038;FALSE
6772666;8236;TRUE
6772664;8236;FALSE
6772665;8236;FALSE
6772774;8286;TRUE
6772773;8286;FALSE
6772986;8393;TRUE
6772987;8393;FALSE
6772988;8393;FALSE
6773606;8704;TRUE
6773607;8704;FALSE
6773605;8704;FALSE
6773747;8785;TRUE
6773056;8785;FALSE
6774261;9095;TRUE
6774262;9095;FALSE
6760618;9095;FALSE
6774260;9095;FALSE
6774334;9147;TRUE
6774333;9147;FALSE
6774561;9289;TRUE
6774846;9473;TRUE
6775382;9755;TRUE
6775221;9755;FALSE
6775534;9839;TRUE
6775736;9945;TRUE
6775735;9945;FALSE
6775794;9977;TRUE
6775474;10006;TRUE
6775476;10006;FALSE
6775844;10006;FALSE
6775921;10041;TRUE
6775922;10041;FALSE
6775986;10078;TRUE
6775987;10078;FALSE
6775988;10078;FALSE
6776030;10106;TRUE
6776133;10166;TRUE
6776193;10199;TRUE
6776192;10199;FALSE
6775403;10524;TRUE
6776865;10605;TRUE
6776866;10605;FALSE
6775409;10605;FALSE
6776872;10609;TRUE
6776931;10672;TRUE
6776930;10672;FALSE
6776976;10672;FALSE
6777224;10830;TRUE
6777223;10830;FALSE
6776443;10856;TRUE
6775473;10856;FALSE
6777265;10856;FALSE
6775803;10856;FALSE
6777297;10878;TRUE
6777298;10878;FALSE
6777299;10878;FALSE
6777312;10884;TRUE
6777311;10884;FALSE
6754401;10891;TRUE
6777336;10891;FALSE
6777339;10893;TRUE
6777341;10893;FALSE
6777340;10893;FALSE
6777362;10901;TRUE
6777363;10901;FALSE
6777364;10902;TRUE
6757770;10902;FALSE
6777365;10902;FALSE
6777368;10904;TRUE
6777367;10904;FALSE
6777382;10909;TRUE
6777381;10909;FALSE
6754148;10913;TRUE
6777388;10913;FALSE
6777389;10913;FALSE
6757770;10914;TRUE
6777390;10914;FALSE
6777391;10914;FALSE
6777392;10914;FALSE
6753823;10917;TRUE
6777403;10919;TRUE
6777307;10919;FALSE
6777402;10919;FALSE
6777418;10925;TRUE
6777419;10925;FALSE
6777420;10926;TRUE
6777421;10926;FALSE
6777436;10932;TRUE
6777435;10932;FALSE
6755232;10935;TRUE
6777444;10935;FALSE
6777388;10943;TRUE
6754148;10943;FALSE
6777465;10943;FALSE
6770464;10943;FALSE
6777470;10946;TRUE
6777469;10946;FALSE
6777468;10946;FALSE
6777473;10948;TRUE
6777474;10948;FALSE
6777483;10953;TRUE
6777493;10957;TRUE
6777492;10957;FALSE
6777494;10957;FALSE
6777499;10960;TRUE
6753947;10960;FALSE
6777507;10963;TRUE
6777505;10963;FALSE
6777506;10963;FALSE
6777531;10971;TRUE
6777530;10971;FALSE
6777529;10971;FALSE
6777335;10971;FALSE
6777551;10979;TRUE
6777339;10979;FALSE
6777340;10979;FALSE
6777341;10979;FALSE
6777561;10982;TRUE
6777560;10982;FALSE
6777573;10989;TRUE
6777575;10989;FALSE
6777574;10989;FALSE
6777602;10998;TRUE
6764297;10998;FALSE
6777605;10999;TRUE
6777604;10999;FALSE
6777603;10999;FALSE
6777609;11001;TRUE
6777608;11001;FALSE
6777619;11004;TRUE
6777618;11004;FALSE
6777363;11010;TRUE
6777362;11010;FALSE
6777655;11016;TRUE
6777654;11016;FALSE
6777653;11016;FALSE
6777652;11016;FALSE
6777651;11016;FALSE
6777664;11019;TRUE
6777665;11019;FALSE
6777666;11019;FALSE
6777663;11019;FALSE
6777680;11025;TRUE
6777681;11025;FALSE
6777366;11029;TRUE
6759647;11029;FALSE
6777689;11029;FALSE
6777690;11029;FALSE
6777708;11038;TRUE
6777724;11045;TRUE
6777723;11045;FALSE
6777741;11052;TRUE
6777742;11052;FALSE
6771088;11052;FALSE
6757770;11052;FALSE
6777743;11052;FALSE
6770464;11055;TRUE
6777373;11055;FALSE
6777748;11055;FALSE
6754791;11060;TRUE
6754969;11066;TRUE
6755439;11066;FALSE
6777574;11069;TRUE
6777779;11069;FALSE
6777575;11069;FALSE
6777797;11078;TRUE
6763842;11078;FALSE
6777807;11082;TRUE
6771663;11082;FALSE
6777563;11082;FALSE
6777826;11089;TRUE
6777827;11089;FALSE
6777843;11096;TRUE
6777844;11096;FALSE
6777845;11098;TRUE
6777846;11098;FALSE
6777851;11100;TRUE
6777866;11105;TRUE
6777867;11105;FALSE
6777875;11109;TRUE
6777873;11109;FALSE
6777874;11109;FALSE
6777877;11110;TRUE
6777878;11110;FALSE
6777876;11110;FALSE
6777915;11125;TRUE
6777914;11125;FALSE
6777931;11133;TRUE
6777932;11133;FALSE
6777935;11136;TRUE
6777764;11136;FALSE
6777927;11136;FALSE
6777952;11143;TRUE
6777951;11143;FALSE
6777950;11143;FALSE
6777953;11144;TRUE
6777999;11163;TRUE
6778001;11163;FALSE
6778000;11163;FALSE
6778080;11198;TRUE
6778079;11198;FALSE
6778117;11212;TRUE
6778116;11212;FALSE
6763751;11217;TRUE
6777484;11217;FALSE
6778131;11219;TRUE
6778132;11219;FALSE
6778136;11222;TRUE
6778137;11222;FALSE
6778160;11230;TRUE
6754148;11230;FALSE
6777373;11230;FALSE
6772504;11230;FALSE
6778187;11240;TRUE
6778188;11240;FALSE
6778193;11243;TRUE
6778192;11243;FALSE
6754917;11247;TRUE
6778200;11247;FALSE
6754918;11247;FALSE
6778205;11249;TRUE
6777574;11249;FALSE
6778204;11249;FALSE
6778206;11249;FALSE
6765838;11254;TRUE
6778218;11254;FALSE
6778217;11254;FALSE
6778220;11256;TRUE
6778221;11257;TRUE
6759845;11257;FALSE
6778252;11272;TRUE
6778250;11272;FALSE
6778251;11272;FALSE
6777470;11272;FALSE
6777662;11272;FALSE
6754401;11276;TRUE
6778257;11276;FALSE
6778263;11278;TRUE
6778262;11278;FALSE
6778264;11278;FALSE
6778287;11286;TRUE
6778262;11294;TRUE
6778305;11294;FALSE
6778310;11299;TRUE
6778379;11324;TRUE
6778378;11324;FALSE
6753947;11324;FALSE
6778129;11325;TRUE
6778381;11325;FALSE
6778380;11325;FALSE
6778386;11327;TRUE
6778385;11327;FALSE
6777872;11327;FALSE
6778389;11329;TRUE
6778391;11329;FALSE
6778390;11329;FALSE
6778230;11329;FALSE
6754240;11334;TRUE
6778417;11339;TRUE
6778421;11339;FALSE
6778418;11339;FALSE
6778419;11339;FALSE
6778422;11339;FALSE
6778423;11339;FALSE
6778424;11339;FALSE
6764037;11339;FALSE
6778420;11339;FALSE
6778429;11341;TRUE
6778430;11341;FALSE
6778336;11343;TRUE
6778432;11343;FALSE
6778337;11343;FALSE
6778335;11343;FALSE
6778436;11345;TRUE
6778434;11345;FALSE
6778435;11345;FALSE
6778433;11345;FALSE
6778437;11346;TRUE
6763725;11346;FALSE
6777681;11346;FALSE
6778446;11350;TRUE
6778445;11350;FALSE
6778447;11351;TRUE
6778468;11361;TRUE
6778467;11361;FALSE
6778466;11361;FALSE
6778484;11369;TRUE
6778496;11376;TRUE
6778497;11376;FALSE
6778499;11378;TRUE
6778498;11378;FALSE
6778500;11378;FALSE
6778501;11381;TRUE
6778508;11385;TRUE
6778509;11385;FALSE
6760816;11385;FALSE
6761923;11388;TRUE
6778513;11388;FALSE
6778519;11391;TRUE
6778536;11397;TRUE
6778490;11397;FALSE
6753703;11397;FALSE
6778545;11401;TRUE
6754589;11401;FALSE
6778544;11401;FALSE
6778548;11403;TRUE
6778549;11403;FALSE
6755502;11403;FALSE
6753725;11405;TRUE
6777561;11405;FALSE
6778552;11406;TRUE
6778551;11406;FALSE
6778564;11411;TRUE
6778565;11411;FALSE
6778569;11414;TRUE
6778570;11414;FALSE
6777764;11414;FALSE
6778576;11418;TRUE
6778501;11418;FALSE
6778585;11421;TRUE
6778584;11421;FALSE
6778590;11423;TRUE
6778591;11424;TRUE
6778592;11424;FALSE
6763200;11424;FALSE
6778593;11424;FALSE
6778639;11445;TRUE
6778641;11445;FALSE
6778640;11445;FALSE
6778642;11446;TRUE
6778669;11459;TRUE
6778670;11459;FALSE
6778691;11470;TRUE
6778692;11470;FALSE
6778694;11470;FALSE
6778693;11470;FALSE
6778700;11472;TRUE
6778132;11472;FALSE
6778704;11474;TRUE
6778703;11474;FALSE
6777872;11476;TRUE
6778709;11476;FALSE
6778707;11476;FALSE
6778708;11476;FALSE
6777764;11483;TRUE
6778722;11483;FALSE
6778723;11483;FALSE
6778592;11486;TRUE
6777858;11499;TRUE
6777470;11511;TRUE
6778786;11511;FALSE
6778787;11511;FALSE
6778785;11511;FALSE
6778798;11517;TRUE
6778799;11517;FALSE
6778801;11518;TRUE
6778804;11518;FALSE
6778803;11518;FALSE
6778807;11518;FALSE
6778802;11518;FALSE
6777493;11518;FALSE
6778806;11518;FALSE
6778800;11518;FALSE
6778805;11518;FALSE
6777681;11518;FALSE
6755753;11519;TRUE
6778810;11519;FALSE
6778808;11519;FALSE
6762851;11519;FALSE
6778809;11519;FALSE
6778812;11521;TRUE
6777488;11529;TRUE
6777403;11529;FALSE
6778830;11530;TRUE
6754148;11530;FALSE
6757695;11532;TRUE
6777864;11532;FALSE
6778832;11533;TRUE
6755314;11533;FALSE
6777741;11537;TRUE
6778839;11537;FALSE
6778592;11538;TRUE
6777466;11541;TRUE
6777817;11541;FALSE
6778848;11544;TRUE
6778849;11544;FALSE
6778846;11544;FALSE
6778847;11544;FALSE
6778850;11544;FALSE
6778875;11553;TRUE
6757695;11553;FALSE
6777864;11553;FALSE
6778885;11560;TRUE
6778886;11560;FALSE
6778909;11568;TRUE
6778908;11568;FALSE
6778907;11568;FALSE
6778928;11574;TRUE
6778927;11574;FALSE
6778926;11574;FALSE
6778935;11580;TRUE
6778936;11580;FALSE
6778957;11591;TRUE
6775703;11591;FALSE
6778977;11600;TRUE
6778976;11600;FALSE
6778978;11600;FALSE
6777467;11602;TRUE
6778193;11602;FALSE
6778983;11602;FALSE
6778984;11603;TRUE
6777397;11603;FALSE
6778992;11608;TRUE
6779013;11618;TRUE
6779014;11618;FALSE
6771515;11620;TRUE
6779019;11620;FALSE
6779030;11626;TRUE
6779031;11626;FALSE
6777764;11635;TRUE
6777763;11635;FALSE
6777307;11636;TRUE
6779066;11636;FALSE
6779075;11640;TRUE
6779074;11640;FALSE
6779088;11643;TRUE
6779087;11643;FALSE
6779092;11645;TRUE
6761323;11645;FALSE
6778979;11645;FALSE
6779126;11659;TRUE
6779125;11659;FALSE
6777890;11659;FALSE
6778979;11663;TRUE
6779124;11663;FALSE
6779140;11663;FALSE
6774068;11666;TRUE
6777303;11671;TRUE
6779152;11671;FALSE
6777307;11671;FALSE
6779161;11677;TRUE
6779160;11677;FALSE
6777779;11678;TRUE
6779162;11678;FALSE
6777501;11683;TRUE
6777500;11683;FALSE
6779171;11686;TRUE
6754197;11686;FALSE
6779172;11686;FALSE
6779181;11691;TRUE
6779180;11691;FALSE
6779189;11696;TRUE
6778026;11696;FALSE
6779190;11697;TRUE
6777575;11697;FALSE
6779206;11703;TRUE
6779207;11703;FALSE
6779210;11707;TRUE
6779240;11723;TRUE
6779236;11723;FALSE
6779238;11723;FALSE
6779237;11723;FALSE
6779239;11723;FALSE
6777904;11733;TRUE
6777403;11733;FALSE
6779255;11733;FALSE
6777386;11736;TRUE
6779257;11736;FALSE
6779273;11742;TRUE
6777527;11744;TRUE
6777528;11744;FALSE
6771659;11744;FALSE
6778069;11744;FALSE
6777317;11745;TRUE
6777319;11745;FALSE
6779278;11747;TRUE
6779279;11747;FALSE
6779277;11747;FALSE
6755738;11747;FALSE
6779281;11750;TRUE
6779282;11750;FALSE
6779280;11750;FALSE
6777366;11750;FALSE
6779288;11753;TRUE
6777420;11758;TRUE
6779293;11758;FALSE
6779321;11771;TRUE
6779328;11775;TRUE
6777476;11775;FALSE
6779339;11782;TRUE
6779338;11782;FALSE
6754399;11785;TRUE
6779354;11790;TRUE
6779353;11790;FALSE
6768186;11796;TRUE
6779370;11796;FALSE
6778926;11796;FALSE
6779369;11796;FALSE
6779368;11796;FALSE
6778755;11800;TRUE
6779375;11800;FALSE
6779376;11800;FALSE
6779380;11803;TRUE
6763725;11803;FALSE
6777681;11803;FALSE
6777428;11807;TRUE
6779385;11807;FALSE
6778323;11807;FALSE
6777574;11811;TRUE
6777575;11811;FALSE
6779399;11815;TRUE
6779400;11815;FALSE
6778926;11815;FALSE
6779403;11817;TRUE
6777380;11817;FALSE
6779404;11817;FALSE
6779408;11819;TRUE
6755314;11822;TRUE
6777809;11822;FALSE
6779425;11829;TRUE
6779426;11830;TRUE
6779427;11830;FALSE
6774532;11830;FALSE
6779429;11830;FALSE
6779431;11830;FALSE
6779432;11830;FALSE
6779430;11830;FALSE
6779437;11830;FALSE
6779433;11830;FALSE
6779434;11830;FALSE
6779428;11830;FALSE
6779435;11830;FALSE
6779436;11830;FALSE
6778692;11832;TRUE
6778693;11832;FALSE
6779440;11832;FALSE
6779457;11839;TRUE
6771088;11839;FALSE
6779459;11839;FALSE
6779458;11839;FALSE
6754399;11843;TRUE
6777340;11849;TRUE
6779480;11849;FALSE
6779481;11851;TRUE
6754199;11851;FALSE
6779489;11855;TRUE
6779488;11855;FALSE
6777466;11855;FALSE
6769061;11857;TRUE
6779491;11857;FALSE
6754148;11867;TRUE
6777388;11867;FALSE
6779515;11867;FALSE
6779521;11870;TRUE
6779522;11870;FALSE
6779520;11870;FALSE
6766018;11875;TRUE
6779546;11886;TRUE
6754688;11899;TRUE
6779575;11899;FALSE
6779577;11900;TRUE
6779576;11900;FALSE
6778333;11900;FALSE
6779589;11904;TRUE
6779588;11904;FALSE
6779590;11904;FALSE
6777373;11905;TRUE
6779591;11905;FALSE
6777372;11905;FALSE
6779600;11910;TRUE
6755314;11910;FALSE
6754356;11925;TRUE
6779626;11925;FALSE
6771889;11926;TRUE
6763859;11926;FALSE
6775246;11926;FALSE
6763861;11926;FALSE
6778466;11927;TRUE
6779627;11927;FALSE
6779628;11928;TRUE
6779629;11928;FALSE
6779638;11933;TRUE
6776028;11933;FALSE
6776027;11933;FALSE
6779639;11934;TRUE
6777471;11934;FALSE
6777430;11943;TRUE
6779655;11943;FALSE
6779656;11943;FALSE
6779660;11945;TRUE
6779662;11945;FALSE
6779661;11945;FALSE
6777476;11963;TRUE
6778230;11963;FALSE
6779706;11966;TRUE
6778407;11966;FALSE
6779708;11968;TRUE
6779728;11985;TRUE
6778490;11985;FALSE
6777471;11990;TRUE
6779741;11990;FALSE
6756093;11991;TRUE
6779742;11991;FALSE
6779743;11991;FALSE
6778812;11997;TRUE
6779777;12003;TRUE
6777915;12003;FALSE
6779776;12003;FALSE
6779792;12009;TRUE
6779791;12009;FALSE
6769061;12021;TRUE
6779813;12021;FALSE
6778640;12033;TRUE
6778639;12033;FALSE
6778641;12033;FALSE
6779846;12036;TRUE
6777949;12036;FALSE
6779845;12036;FALSE
6777948;12036;FALSE
6779844;12036;FALSE
6777857;12037;TRUE
6779847;12037;FALSE
6779469;12037;FALSE
6779863;12048;TRUE
6779864;12048;FALSE
6759807;12048;FALSE
6779866;12048;FALSE
6779865;12048;FALSE
6779867;12048;FALSE
6779869;12049;TRUE
6779868;12049;FALSE
6779870;12050;TRUE
6777471;12050;FALSE
6779871;12051;TRUE
6777410;12051;FALSE
6779876;12054;TRUE
6769061;12054;FALSE
6779877;12055;TRUE
6779879;12055;FALSE
6779878;12055;FALSE
6779882;12057;TRUE
6779248;12057;FALSE
6764037;12057;FALSE
6779898;12066;TRUE
6765555;12066;FALSE
6779904;12068;TRUE
6779903;12068;FALSE
6779902;12068;FALSE
6776280;12068;FALSE
6779916;12074;TRUE
6779915;12074;FALSE
6777764;12074;FALSE
6777373;12076;TRUE
6777465;12076;FALSE
6754148;12076;FALSE
6777387;12078;TRUE
6777386;12078;FALSE
6779923;12082;TRUE
6753655;12082;FALSE
6766018;12086;TRUE
6779930;12088;TRUE
6779929;12088;FALSE
6779928;12088;FALSE
6777341;12088;FALSE
6777551;12088;FALSE
6779941;12099;TRUE
6754739;12101;TRUE
6754148;12101;FALSE
6779942;12101;FALSE
6777470;12105;TRUE
6778352;12105;FALSE
6779948;12105;FALSE
6779949;12105;FALSE
6779570;12105;FALSE
6777551;12106;TRUE
6779950;12106;FALSE
6779955;12108;TRUE
6779954;12108;FALSE
6779966;12115;TRUE
6777981;12115;FALSE
6779965;12115;FALSE
6762214;12120;TRUE
6777728;12121;TRUE
6777729;12121;FALSE
6779260;12121;FALSE
6777613;12121;FALSE
6777730;12121;FALSE
6762899;12121;FALSE
6776003;12121;FALSE
6779985;12127;TRUE
6779984;12127;FALSE
6777872;12136;TRUE
6780000;12136;FALSE
6780008;12140;TRUE
6780009;12140;FALSE
6780025;12150;TRUE
6780026;12151;TRUE
6780027;12151;FALSE
6780030;12154;TRUE
6780031;12154;FALSE
6754353;12163;TRUE
6780042;12163;FALSE
6778810;12163;FALSE
6780068;12182;TRUE
6780069;12182;FALSE
6780083;12192;TRUE
6778592;12192;FALSE
6780084;12192;FALSE
6780085;12192;FALSE
6780086;12193;TRUE
6780087;12193;FALSE
6780098;12200;TRUE
6778096;12204;TRUE
6780105;12204;FALSE
6777473;12204;FALSE
6779279;12212;TRUE
6780120;12212;FALSE
6780119;12212;FALSE
6780121;12212;FALSE
6777828;12222;TRUE
6780133;12222;FALSE
6780132;12222;FALSE
6780137;12225;TRUE
6780138;12225;FALSE
6780151;12234;TRUE
6779854;12234;FALSE
6780170;12246;TRUE
6780169;12246;FALSE
6779879;12246;FALSE
6780168;12246;FALSE
6780171;12247;TRUE
6765125;12247;FALSE
6780186;12257;TRUE
6780185;12257;FALSE
6780184;12257;FALSE
6780215;12272;TRUE
6780216;12272;FALSE
6778570;12272;FALSE
6780245;12287;TRUE
6777886;12287;FALSE
6755191;12294;TRUE
6780255;12294;FALSE
6778571;12306;TRUE
6780288;12306;FALSE
6780287;12306;FALSE
6754321;12311;TRUE
6757660;12311;FALSE
6780303;12314;TRUE
6780302;12314;FALSE
6780304;12315;TRUE
6777719;12319;TRUE
6777690;12319;FALSE
6777566;12319;FALSE
6780309;12319;FALSE
6780315;12322;TRUE
6780316;12322;FALSE
6768746;12323;TRUE
6780317;12323;FALSE
6780319;12325;TRUE
6780320;12325;FALSE
6780348;12337;TRUE
6780349;12337;FALSE
6780350;12337;FALSE
6779410;12343;TRUE
6780358;12344;TRUE
6780357;12344;FALSE
6778707;12346;TRUE
6777872;12346;FALSE
6780375;12352;TRUE
6780376;12352;FALSE
6780381;12355;TRUE
