:ID;author:string
7250231;Hicham Chaoui
7007515;Hamid Gualous
6809744;Jalal Sabor
7007514;Amrane Oukaour
7403571;Youssef Slamani
7284215;Asmae El Mejdoubi
7157402;Saravanan Vijayakumaran
7272155;Sandeep R. Aedudodla
6859196;Tan F. Wong
6783056;Hao Ma
6843296;Sonia Aïssa
6830454;Yuli Yang
7121881;Qingchuan Zhang
7403684;Jintao Sun
7403683;Feng Shu
7403020;Hung-Tao Hsieh
7157413;Wen-Rong Wu
7308396;Akram Al-Hourani
7234105;Kandeepan Sithamparanathan
6832988;Abbas Jamalipour
7403913;Thierry Leblanc
7403914;Philippe Teste
7403912;Richard Andlauer
7403911;Thomas Klonowski
6921093;Eric Hsiao-Kuang Wu
6873168;Gen-Huey Chen
6771280;Chia-Cheng Hu
7179523;Alireza Bab-Hadiashar
7404059;Tony Rocco
7214186;Reza Hoseinnezhad
7404110;Wei Lei
6822061;Zaichen Zhang
6845063;Jian Dang
6756128;Jun Xia
6824778;Xiaohu You
6845062;Liang Wu 0001
6819817;Jiangzhou Wang
7402899;Chunting Chris Mi
7404155;Menyang Zhang
6796398;Yan Yang
6947259;Eisuke Kudoh
7404162;Shigeaki Ogose
6763064;Yasuo Suzuki
6796921;Zhiqiang Liu
6835911;Chang Wen Chen
6838543;Bin Liu 0016
6878481;Kwyro Lee
7062533;Hyung Chul Park
6842033;Juyeop Kim
6951281;Dong-Ho Cho
7404331;Chun-Che Chien
7157503;Hsueh-Jyh Li
6778575;Yuzhe Tang
6974973;Changsheng Wan
6863475;Aiqun Hu
6974974;Vir Virander Phoha
7404407;Kuang-Nan Yen
7403205;Anderson Chen
7161512;Wei-Cheng Liu
7404523;Dinh Vinh Do
7091723;Guy Friedrich
7091722;Khadija El Kadri Benkara
7091667;Christophe Forgez
6973436;Enrico Natalizio
6844619;Antonella Molinaro
6772427;Antonio Iera
7233642;Salvatore Marano
6946264;Qing Wang 0004
6821443;Pingyi Fan
6830852;Dapeng Oliver Wu
7156366;Chi-Chao Chao
7403437;Kuang-Yu Sung
6860947;Yao-Win Peter Hong
6825364;Xinchao Zhao
7404672;Huijun Deng
7136336;Wenbao Ai
7029383;Tianping Shuai
6834265;Hongji Huang
6880131;Yiwei Song
6821962;Guan Gui
6823062;Qiao Li
6948852;Rohit Negi
6927275;Fernando Pérez-Cruz
6821562;Pablo M. Olmos
7159070;Javier Cespedes
6834192;Matilde Sánchez Fernández
6911457;Gian Luca Foresti
6825745;Carlo S. Regazzoni
7063835;Wei-Da Chen
6953508;Yin-Tsung Hwang
7158017;Seung-Chan Lim
7274097;Mohsen Hejazi
7160066;Seyed Mohammad Azimi-Abarghouyi
7037447;Jérôme Härri
7233920;Dirk T. M. Slock
7404910;Gia-Minh Hoang
7035771;Benoît Denis
6975184;Jiping Li
6975185;Yaoming Ding
6835056;Weihua Zhuang
6835211;Ning Wei
6820429;Zhongpei Zhang
6769692;Zhi Chen
7081019;Xingqin Lin
6841880;Youzhi Xiong
6903796;Mihaela van der Schaar
7279645;Hsien-Po Shiang
7404994;Hung-Chun Tseng
7161256;Ying-Ju Shih
6779738;Ling-Jyh Chen
7156607;Feng Yang 0006
6898121;Shuochao Yao
6875888;Jun Xu 0014
6777539;Wenjun Zhang 0001
6834959;Xiaohua Tian
6824505;Riheng Jia
6923156;Li Ping Qian
6827883;Jianchao Zheng
6806493;Yuan Wu
6818311;Yueming Cai
7405019;Kuanyang Guo
7271716;Erol Hepsaydir
6819122;Bo Ai
6824638;Cheng-Xiang Wang 0001
6822700;Harald Haas
6818432;Fourat Haider
6905443;Paul G. Fitzpatrick
6905442;Milosh V. Ivanovich
7405088;Kunwoo Park
6947429;Humphrey Rutagemwa
6767104;Sangheon Pack
6836312;Yun-Wei Lin
6843681;Fabrice Labeau
7160995;Mojtaba Vaezi
7282917;Hamid Mahboubi
7405253;Claus Kupferschmidt
7280882;Bamrung Tau Sieskul
7272501;Yuguang Michael Fang
7198620;Chien-Hung Wei
7321376;Ying Lee
6764977;Xun Yi
6993305;Chun-Li Lin
6764675;Hung-Min Sun
6928351;Chee Kheong Siew
6993186;Her-Tyan Yeh
6993306;Tzonelih Hwang
7063424;Yafei Tian
7234487;Yifan Xue
7405360;Hao Duan
7405469;H. J. Hu
7072685;Tjeng Thiang Tjhung
6795240;Ping He
6827309;Ming Ding
6831549;David López-Pérez
6887603;Tian Ding
7156015;Zihuai Lin
6869681;Yujie Liu
6837541;Xu Zhu 0001
6975341;Eng Gee Lim
7093137;Hai Lin 0001
6758494;Yi Huang
6844688;Hüseyin Yigitler
6787454;Xin Huang
6843518;Riku Jäntti
7360876;Qinghua Wang 0001
6822425;Chenyang Yang
6822424;Tingting Liu 0001
6835902;Jincheng Dai
6820015;Jiaru Lin
6829309;Kai Niu
6829308;Chao Dong 0002
6830198;Yong Liang Guan
6836569;Ling Fu Xie
6827729;Peter Han Joo Chong
6823442;Mahsa Derakhshani
6798550;Aluizio F. R. Araújo
7405771;Amílcar C. César
7405770;Marcos A. C. Lima
7235197;Jeehoon Lee
7040930;Minjoong Rim
6955261;June-Koo Kevin Rhee
7405915;Dujeong Lee
7405916;Kyounghye Kim
6831029;Kyungchun Lee
6822542;Shinya Sugiura
6822839;Miharu Oiwa
6860749;Ryota Nakai
6826055;Chau Yuen
6829529;Zhaoyang Zhang 0001
7405974;Shayan Saeed
6826056;Naveed Ul Hassan
7405989;Racy Cheng
7062546;Wern-Ho Sheen
7273757;Chen-Jiu Hsu
6782976;Hai Le Vu
7405820;Md. Imrul Hassan
6926021;Lachlan L. H. Andrew
7126261;Taka Sakurai
6948924;Andrea J. Goldsmith
6860283;Sang Wu Kim
6942636;Chorng-Kuang Wang
7042036;Muh-Tian Shiue
7042301;Chih-Feng Wu
6822849;Yang Zhou
6838974;Shuguang Cui
6820046;Tao Jiang 0002
6824639;Chuan Huang
6770384;Bin Xiao 0001
7050971;Fei Wang 0024
6765206;Songtao Guo
7060213;Yi-Sheng Chen
6852595;Sören Hohmann
7406271;Torsten Eiler
7406270;Maurice Caspar
7157562;Young Gil Kim
6920827;Velio Tralli
6835586;Yue Meng
6843005;Zhiheng Li
6777678;Fei-Yue Wang
7282632;Keqiang Li
6857843;Li Li 0013
6848391;Lars Nielsen
7406540;Anders Fröberg
7406545;Hyun-Soo Jung
7406544;Seung-Hyuk Lee
7078060;Jin-O. Kim
6819507;Hai Jiang 0001
6766507;Jun Cai
7406719;Waldemar Grosch
7302122;Andreas Schwill
7311507;Sigrid E. Schubert
7406649;Steffen Friedrich
7406893;Walter Tost
7406598;Stefan Künzell
7406957;Christoph Derndorfer
7406975;Frank T. Bergmann
7407343;Nicolas Rodriguez
7406978;Nicolas Le Novère
6909121;Mikael Huss
7407524;Karin Nordström
7407760;Megan Pozzi
7407916;Ali Sharaf Al Musawi
7407917;Mohammed E. Ammar
7029027;M. H. Akhbari
7297168;Nader Jafari Rad
7408241;Hsin-Liang Chiu
7156573;Yung-Chih Tsai
7408240;Yen-Ching Liu
7160868;Shih-Kai Lee
6759764;Jian Song
6759759;Fang Yang
6776387;Xiao Zhou
7223236;Chan-Ho Han
6951359;Kyu-Ik Sohng
7273043;Pornchai Supnithi
7408357;Narong Hemmakorn
7408356;Nipa Leelaruji
7408354;Anuchit Wongkeeratikul
7408355;Suthichai Noppanakeepong
7224326;Seung Won Kim
7223632;Heung Mook Kim
7223280;Yong-Tae Lee
7222712;Sung Ik Park
6977074;Jae-Hyun Seo
7225238;Homin Eum
6948656;Youshou Wu
6780454;Jin-Xing Hao
6759761;Jintao Wang
7408726;Alain Bergeron
7036932;Yiyan Wu
6996727;Jean-Yves Chouinard
7408762;Jens Mödeker
6837316;Gheorghita Ghinea
7084472;Mathias Kretschmer
7408244;Raffaele Di Bari
7408142;Maurice Bard
7408141;Karim M. Nasr
7408349;Rajagopal Nilavalan
6810205;Kok-Keong Loo
7408573;Hamidreza Shirazi
6810206;John Cosmas
7408149;Yue Zhang 0011
7408766;Kannan Krishnapillai
7272275;Ghassane Aniba
6845777;Tomoki Yoshihisa
6853491;Pravin Varaiya
7272394;Mustafa Ergen
7083702;Sinem Coleri Ergen
7409016;John J. Davenport
6912646;Tommaso Bertolotti
6865860;Guiqing Li
7409145;Xianmin Li
6797948;Hua Li
7088183;Munaga V. N. K. Prasad
7409260;Banoth Sammulal
7409259;Y. L. Malathi Latha
7409396;Karthikeya R. Kaushik
7409394;T. Shreekanth
7409395;M. R. Deeksha
6817406;Kuanquan Wang
6778236;Christian A. Lang
7409437;Sylvie Lelandais
7409438;Laurent Boutté
7409439;Justin Plantier
6791853;Joachim M. Buhmann
7409727;Ruedi Aebersold
7409726;Manfred Claassen
7409788;Salem Malikic
7409791;Colin Collins
6779056;Süleyman Cenk Sahinalp
7409790;Martin E. Gleave
7409789;Alexander W. Wyatt
7409787;Nilgun Donmez
7409800;David Schlessinger
7409797;Alexei A. Sharov
7409801;Minoru S. H. Ko
7409799;Dan L. Longo
6823208;Yong Qian
7011509;Akira Nishiyama
7409798;Dawood B. Dudekula
7409916;Vladimir N. Minin
7409915;Amrit Dhar
7410176;Corbin D. Jones
7098849;Yin Hu
6992738;Jan F. Prins
6938689;Jinze Liu
7410178;Derek Y. Chiang
7410177;James N. MacLeod
6797046;Yufeng Liu
7410175;Yan Huang 0006
7410220;Robin Pointon
7410219;Michael Zuker
7087311;Mike A. Steel
7407157;David Penny
6874840;Yann Ponty
7409722;Jérôme Waldispühl
7410526;Ben Grainger
7410111;William R. Taylor
7410527;Michael I. Sadowski
6873324;Alberto Apostolico
7409745;Mary Ellen Bock
6910343;Stefano Lonardi
7410840;John E. Pearson
7410839;William J. Bruno
7410914;Gal Chechik
7204617;Daphne Koller
6811583;Piotr Berman
7410962;Yuri I. Wolf
7309671;Eugene V. Koonin
6875297;Webb Miller
7410003;Zheng Zhang 0004
6873019;Amarda Shehu
7410184;Nurit Haspel
7157364;Brian Chen
7214608;Jing He 0002
7073965;David Soloveichik
7410724;Jon M. Sorenson
7410725;Teresa Head-Gordon
7411377;Matthew Studham
7411376;Torbjörn E. M. Nordling
7411375;Andreas Tjärnberg
7410454;Erik L. L. Sonnhammer
7411494;Jørgen E. Andersen
7211911;Christian M. Reidys
7411495;Robert C. Penner
7411262;Fenix W. D. Huang
6811481;Richard M. Karp
7410497;Edward C. Thayer
7410146;Daniel P. Fasulo
7411534;Reuben J. Settergren
7125298;Jean-François P. Labourdette
6874963;Jadranka Skorin-Kapov
6797341;Christos Douligeris
7135839;Nikolaos P. Mouratidis
7268539;Christoforos D. Kavadias
7135838;Spyridon L. Tompros
6906989;Dimitrios D. Vergados
6956596;José Carlos López-Ardao
7397912;Jose Joskowicz
6770522;Tomonori Aoyama
6829519;Hiroyuki Morikawa
7412014;Hadi Noureddine
6818430;Hamed S. Al-Raweshidy
7412047;Yuh-Yuan Wang
7037012;Sándor Molnár
7267234;István Cselényi
6770211;Jong Hyuk Park
6763767;Qun Jin
6819365;Mohammad Tariqul Islam
7412385;Mohd Fais Mansor
7412384;Mohammad Habib Ullah
7412383;Md. Rezwanul Ahsan
6819366;Norbahiah Misran
7412456;Y. Murat Erten
7412457;Sinan Neftci
7036511;Ali Hamidian
6979284;Ulf Körner
6820551;André Girard
6946815;J. M. Luna-Rivera
6851134;Daniel U. Campos-Delgado
6798448;Wei Guo
7412688;Hanxun Zhou
7412131;Oumar Dioume
6879399;Salahuddin Muhammad Salim Zabir
6782324;Gen Kitagata
6786500;Hui Qu
6960481;Yan Du
6803031;Wei Deng
7218824;Wei Pei
7413483;Kun Sheng
6758467;Benjamin Fabian
7308373;Cristian Müller
6758468;Tatiana Ermakova
6767036;Po Yang 0001
6763895;Jianwei Zhao
6763894;Bin Cao 0005
6764305;Zhihan Lv
6784027;Hao Chen
7413598;Jin Y. Xie
6937299;Yue Hong Yin
6784329;Li Da Xu
6847123;Zhi-Hong Guan
6763073;Naixue Xiong
6853493;Bin Hu 0008
6956198;Luís Gomes 0001
6949327;Juan J. Rodríguez-Andina
7413763;Zhiheng Xie
7413761;Pascal Vicaire
7413762;Enamul Hoque
7413766;E. J. B. Peña
7413768;F. J. Meca
7413765;O. Machado
7413764;P. M. Sanchez
7413767;F. J. Rodriguez
6759828;Yuichi Motai
6936395;Suk-Jin Lee
7124260;Hongsik Choi
7413145;Tapiwa M. Chiwewe
6829226;Gerhard Petrus Hancke
7031443;Gongjun Yan
6773980;Wu He
6938040;Bijaya Ketan Panigrahi
6929044;Ikhlaq Hussain
7413654;Nishant Kumar
6879873;Bhim Singh
6784127;Dong Yue
7414019;Sharda Tripathi
6839960;Swades De
7045526;Manish Bhardwaj
7414158;Shamim Choudhury
7237443;Bilal Akin
6788007;Yangdong Ye
6911792;Yibo Sun
7414159;Zenglin Shi
6784992;Yuxuan Yang
6785507;Chaoxu Mu
7296885;Celso Grebogi
6799571;Shan Li
6784989;Zhongke Gao
6784991;Wei-Dong Dang
6826560;Shan Chen
6962878;Tianhong Pan
6826488;Zhengming Li
7211593;Fei Tan
7196505;Xuefeng Chen
6834965;Ruonan Liu
7413419;Boyuan Yang
7414404;Srikanth Devarakonda
6947357;Akshya K. Swain
7414405;Udaya K. Madawala
7005974;Gonçalo Cândido
6757823;Armando W. Colombo
6758538;José Barata
6808354;François Jammes
7078425;Peter Palensky
6760595;Thomas I. Strasser
7078427;Matthias Stifter
7414494;Felix Lehfuss
7405171;Filip Andren
7413130;Bangyin Liu
6756415;Rui Li
7413132;Changyue Zou
7413131;Shanxu Duan
6834017;Qiao Zhang
6858134;Weiwen Deng
6770700;Saeid Abrishami
6762290;Mahmoud Naghibzadeh
6922718;Mohammad Hossein Yaghmaee Moghaddam
7000723;Peyman Neamatollahi
6949011;Ossama Younis
6854630;Shu-Fang Xu
7414949;Yuen-Cheng Kuo
7345546;Khakim D. Ikramov
6899737;Alan George
6823424;Gang Wu
6889168;Elisabeth Ullmann
6900051;Catherine Elizabeth Powell
7415176;Jann-Long Chern
6762982;Luca Dieci
7415182;Leo Taslaman
6850196;Musheng Wei
6850195;Dongmei Shen
6985534;Vin de Silva
6899100;Lek-Heng Lim
7156550;Lawrence A. Shepp
6899154;Serge Gratton
6989941;Marc Baboulin
6893022;Anne Greenbaum
6900990;Jane Cullum
6899041;Ilse C. F. Ipsen
7207084;Boaz Nadler
7415407;Darald J. Hartfiel
6899521;Jörg Liesen
7415464;André Gaul
6893880;Reinhard Nabben
6900385;Martin H. Gutknecht
7345657;Zhi-Hao Cao
7415522;Francisco Peña-Cantillana
6944746;Daniel Díaz-Pernil
6944747;Miguel A. Gutiérrez-Naranjo
6869185;Hepzibah A. Christinal
7137147;Pritee Parwekar
7027508;Scott L. Summers
7415797;Noah Myers
7415798;Neal M. Snow
7169558;Siew H. Chan
7415673;Sally Wright
6871447;Daniel E. O'Leary
7200846;Weng Marc Lim
6754354;Ola Petersson
6754694;Arne Andersson
6812265;Richard Cole 0001
6936233;David B. Johnson
6993191;Willy Zwaenepoel
6872527;Paolo Giulio Franciosa
6873210;Esther M. Arkin
6873495;Boting Yang
6874375;Cao An Wang
6858375;Alexander A. Shvartsman
7074142;Jonathan F. Buss
6754699;Prabhakar Ragde
6754599;Esko Ukkonen
6873742;Avrim Blum
6811153;Joel Spencer
6872657;Jeffery Westbrook
6755225;Uzi Vishkin
7097798;Yossi Shiloach
7416073;A. Guénoche
6874009;Hagit Attiya
6872985;Umberto Nanni
6872525;Giorgio Ausiello
6874646;Ten-Hwang Lai
6811273;Jørgen Bang-Jensen
7416120;Louis Monier
7087360;Herbert S. Wilf
6993935;Gary D. Knott
6873725;David S. Johnson
6755521;Hong Shen 0001
6858890;Chih-Yi Chiu
7416257;Amorntip Prayoonwong
7416256;Yu-Cyuan Liou
7416279;Junshi Huang
6778492;Shuicheng Yan
6779497;Tao Mei
6862999;Junliang Xing
6970150;Si Liu 0001
6766380;Fang Xu
6842289;Hefei Ling
6772412;Fuhao Zou
6766377;Zenggang Xiong
6858236;Cong Liu 0008
7412743;Conghuan Ye
6908597;Zhi Wang 0001
6779543;Wenwu Zhu 0001
6779541;Peng Cui 0001
6779544;Shiqiang Yang
6779887;Minghua Chen
6908598;Lifeng Sun
7416485;Xiangwen Chen
7238249;Lex Stein
6782742;Zheng Zhang 0001
7238247;Bin Cheng 0001
7029732;Dirk Oliver Theis
7416662;Nancy E. Clarke
6811236;Gwenaël Joret
7064390;Kazumasa Nomura
7416875;Gabriel A. Barragán-Ramírez
7408006;Juan A. Rodríguez-Velázquez
6812190;Douglas F. Rall
7028773;Kirsti Wash
6811321;János Pach
6853962;Peng Huang
7087448;Jianxi Li
7029194;Wai Chee Shiu
6972660;Ji-Ming Guo
7416974;Wai Keong Kok
7416973;Gek Ling Chia
6811352;Dieter Jungnickel
6812011;Baogang Xu
7417085;Papa Sissokho
7029023;Yuejian Peng
6932099;James A. Foster
6811850;Hunter S. Snevily
7028793;Jixiang Meng
7417244;Fengxia Liu
6762358;Zhao Zhang
6971332;Xiangwen Li
6789947;Yanpei Liu
6972296;Jinquan Dong
6795246;Yaojun Chen
6941986;Zhengke Miao
6972434;Guofei Zhou
6811300;Takayuki Hibi
6872531;Prosenjit Bose
6872532;Pat Morin
6812071;Vida Dujmovic
7417441;Lucas Rioux-Maldague
6787230;Susan Weber McRoy
7417554;Scott W. McQuiggan
6786989;James C. Lester
6791710;Bradford W. Mott
7167364;Michal Kosinski
7167365;David Stillwell
6804443;Marie-Francine Moens
7084922;Sergio Davalos
6793671;Martine De Cock
7417556;Golnoosh Farnadi
7417557;Geetha Sitaraman
7417558;Shanu Sushmita
7417559;Fabio Celli
6786191;Antonija Mitrovic
7417634;Markus Jessenitschnig
7315663;Fernando Díez
7379947;Pedro G. Campos
6754350;Friedhelm Meyer auf der Heide
7095862;John P. Robinson
7417758;Alan W. Nordstrom
6755472;Yonit Kesten
6753978;Amir Pnueli
6754573;Sam M. Kim
6755114;Louis E. Rosier
6754391;Juris Hartmanis
7417859;Klaus Schossmaier
6871301;J. Ross Quinlan
7058148;Robert E. Schapire
7417919;Takeaki Teramoto
7417920;Kahoru Futagami
7098454;David T. Brown
6856057;Giuseppe Longo
6799586;Giuseppe Castagna
6755485;Egon Wanke
7416167;Konstantin Skodinis
6753658;Juha Honkala
7306443;David B. MacQueen
6755398;Ravi Sethi
6816154;Gordon D. Plotkin
7301209;Chacko T. Abraham
7100895;Dwijendra K. Ray-Chaudhuri
6972030;Azaria Paz
7418060;Akira Fusaoka
6855924;Pierre-Louis Curien
6874312;Nivio Ziviani
7418091;Bernhard Eisenbarth
6755571;Orna Kupferman
6882096;Pierre Wolper
7418036;Hermann J. Helgert
6873305;George Papageorgiou
6754206;Foto N. Afrati
6980836;Albert R. Meyer
6812253;Neil Immerman
7188569;Masayuki Kimura
6812446;Akira Maruoka
7130667;Paul Young
7319938;Nicola M. Morfuni
6806680;Nelma Moreira
7418163;Rogério Reis
7418195;Eva Maia
7104187;Sabine Broda
7299681;Charles R. Blair
6754891;Frits W. Vaandrager
6980863;Stefan Hetzl
6839424;Vincent Danos
7356738;Jean-Baptiste Joinet
6865301;Donald S. Fussell
7418320;Marianne Baudinet
6855997;John C. Mitchell
7418322;Paul E. Allard
7417926;Saligram G. S. Shiva
6886849;Stafford E. Tavares
6972715;Gerald Berman
6931704;Stef Graillat
7358699;Valérie Ménissier-Morain
6755005;Kamal Lodaya
7236534;Pascal Weil
6753671;Wim H. Hesselink
6873177;Naoki Abe
6755033;Bernard Chazelle
6809421;Phokion G. Kolaitis
7417834;David K. Chow
7417762;Robert Knast
6931807;Leo Bachmair
6945042;Harald Ganzinger
6789604;Wayne Snyder
7087546;Christopher Lynch
6881633;Axel Poigné
6764841;Christine Froidevaux
6941293;Nicole Bidoit
7418279;E. Mark Gold
7073647;Denis Thérien
7073771;Howard Straubing
7073360;David A. Mix Barrington
6754309;Thomas A. Henzinger
7418601;T. P. Brody
7418600;Herbert J. Reitboeck
7066598;Vannevar Bush
6901492;Michael Kolmbauer
6900692;Ulrich Langer
6894271;Carlos Torres-Verdín
6989903;Maciej Paszynski
6893157;Leszek F. Demkowicz
6888868;David Pardo
7180495;Sungwhan Kim
6889618;Taeyoung Ha
7418944;Rémi Carles
6807594;Norbert J. Mauser
6894738;Hans Peter Stimming
6901236;Joyce R. McLaughlin
6899960;Peter L. Polyakov
7419012;Paul E. Sacks
6761176;Min Dai
6901852;Yue Kuen Kwok
6902151;I. David Abrahams
7419428;Anthony M. J. Davis
7419429;Stefan G. Llewellyn Smith
7419459;Eric Heinemeyer
7419373;Simon N. Chandler-Wilde
6890887;Nuutti Hyvönen
7419096;Dmitri Tseluiko
6901606;Demetrios T. Papageorgiou
7418879;M. G. Blyth
6895706;Jean-Marc Vanden-Broeck
7291979;Badal Joshi
6985662;Anne Shiu
6892369;Bjørn Fredrik Nielsen
7419807;Are Magnus Bruaset
7420016;Markus Richter
7419572;Christian Engström
6895938;George Papanicolaou
7415064;Albert Fannjiang
7145905;Stefan Diehl
7419192;Ying-Hen Hsieh
7419021;Sze-Bi Hsu
6753827;Donald P. Gaver
7072838;John A. Morrison
7420259;Rogerio Silveira
7420341;S. Jachalski
7291324;Georgy Kitavtsev
7420342;Robert Huth
6894957;Dirk Peschka
7291326;Barbara Wagner
7419371;Tuncay Aktosun
7291881;Michael C. Mackey
7418992;Andrew C. Fowler
6867575;Yu Qiao
7051500;Xuejiao Liu
6887486;Benzhuo Lu
7420527;S. M. Roper
6900124;Mark A. Peletier
7420526;D. P. Bourne
7420678;Sergio Scarlatti
6985584;Alain Trouvé
7059334;Mauro Piccioni
7020210;Éric Villemonte de la Clergerie
7420826;Lionel Nicolas
7420831;Jacques Farré
7420830;Miguel Angel Alonso Pardo
7420827;Miguel A. Molinero
7420828;Benoît Sagot
7420829;Elena Sánchez Trigo
7420832;Joan Miquel-Verges
7420921;Gonzalo Espejo
6785623;Ramón López-Cózar
6785624;Zoraida Callejas
7420920;Nieves Ábalos
6785411;Pablo Gervás
7420942;Gabriel Amores Carredano
6789946;Angélica de Antonio
6861359;José Ramom Pichel Campos
6861288;Pablo Gamallo 0001
7421014;Pilar Manchón Portillo
6876835;Elena Castro
6781892;José Manuél Gómez-Pérez
7421148;Rebeca Perez-Lainez
6785129;Ana Iglesias
7421149;Leonardo Castaño
7421150;Sandra Kohler
7421151;Ricardo Melero
6758237;Paloma Martínez
6790817;Juan Martinez-Romo
6767301;Lourdes Araujo
7163851;Manuel Vilares Ferro
7421332;David Cabrero Souto
7420894;Jesús Vilares Ferro
7420805;Armando Suárez
6788113;German Rigau
6759405;Manuel Palomar
7323871;Rafael M. Terol
7028059;Patricio Martínez-Barco
7196267;Rafael Muñoz 0001
7420776;Óscar Ferrández
6861286;Miguel Anxo Solla Portela
6861370;Xavier Gómez Guinovart
7421319;Amaia Iturraspe-Bellver
7421061;Alicia Garrido-Alenda
6782113;Mikel L. Forcada
7421435;Marinela García Sempere
7421436;Sandra Montserra
7421286;Patricia Gilabert Zarco
7037465;Jan Anguita
6934071;Javier Hernando
7153154;Johann Füller
6883025;Florian Hauser
7153153;Katja Hutter
7421549;Julia Hautz
7153017;M. S. Sandeep
6846002;M. N. Ravishankar
6846507;John M. Ward
7421520;Bob Galliers
7421691;Chris Yapp
6846188;Jacky Swan
6846163;Sue Newell
7153046;Maxine Robertson
7421785;Mark Terry
6786646;Neil F. Doherty
7354275;Markku Sääksjärvi
6948407;Timo Saarinen
7121151;Gustavo López Herrera
6762321;Luis A. Guerrero
7329089;Janio Jadán-Guerrero
6767300;José Bravo
7038762;Doris Cáliz
7078534;Zhengchun Du
7422489;Zhaoyong Wu
6790650;Jianguo Yang
6857854;Xiang Ma
7422535;Kash Anderson
7104471;Benjamin Poulter
7422536;John Dudgeon
7422537;Shu-En Li
7422556;Carel P. du Rand
7422555;George van Schoor
7422554;Andries C. Niemann
7422759;Yuyang Gao
7422760;Qinghong Sheng
7422914;Nguyen Hoàng Ly
7422915;Thanh Danh Nguyen
7422916;Kyung-Duk Zoh
7422917;Sang Woo Joo
7423523;Dae-Cheol Seo
7423522;Dusun Hwang
6989594;Youngjoo Chung
7423524;Il-Bum Kwon
7105586;Guangjun Zhang
7072238;Wenbo Yu
6769675;Jie Jiang
6826346;Ganbayar Batchuluun
7197696;Hyung Gil Hong
6960324;Jong Hyun Kim
7423679;Yeong Gon Kim
7107921;Shuzhu Shi
6943123;Shiwei Wang
7424181;Wenjun Han
7424180;Chunjing Yao
7424305;Vitor Filipe
6905168;João Barroso
7424303;José Faria
6757175;André Sousa
7424304;Arsénio Reis
7424349;Jong Seung Kim
7424350;Duong Tuan Quang
7424348;Pham Cam Nam
7424344;Nguyen Khoa Hien
7424345;Subin Son
7424346;Nguyen Duy Trinh
7424347;Nguyen Tien Trung
7424343;Mai Van Bay
7424393;Jiayin Liu
7053507;Wentao Wang
6822397;Xiaolan Qiu
7424855;Yen-Si Huang
7424854;Fang-Wen Sheu
6772413;Jun Zhang
7425106;Yanxin Ma
6827591;Yulan Guo
7223307;Yinjie Lei
7425136;Arturo C. Rodríguez
6862620;Francisco Montero Simarro
7425137;Miguel A. Teruel
6980299;Víctor López-Jaquero
6796943;Elena Navarro
6862622;Pascual González
6881268;Yuan-Jen Chang
6881266;Wen-Tzeng Huang
6942455;You-Yin Chen
7425414;Kwan-Hwa Lin
7425415;Jin-Shin Lai
6975398;Chin-Hsing Chen
7425416;Shang-Ming Yu
7425555;Jana Drbohlavová
7425554;Milena Setka
7425207;Jaromír Hubálek
7425967;Ni-Lei Li
6975706;Shao-Fei Jiang
7425968;Ming-Hao Wu
6778795;Ying Zhang
7424595;Sheng Shen
7340645;Pavlos A. Kassomenos
7425970;Alberto Gotti
7340648;Spyros P. Karakitsios
7425972;Georgios A. Pilidis
7425971;Costas L. Papaloukas
7425969;Dimosthenis A. Sarigiannis
6784955;Qiang Wu
7426392;Chunwei Yu
7426391;Bangliang Yu
7051893;Phuc Huu Truong
6848259;Gu-Min Jeong
7426393;Ngoc-Huynh Ho
7302416;John F. Muth
6794466;Yifan Wang
7427507;Julia Baudart
7427508;Didier Stien
7427504;Léa Girard
7427505;Élodie Blanchet
7427511;Raphaël Lami
7427506;Laurent Intertaglia
7427510;Philippe Lebaron
7427509;Marcelino Suzuki
7427806;Robin Pittson
7427811;Richard Luxton
7038689;Graham Johnson
7427812;John P. Hart
7427808;Rhodri Davies
6999323;Jinsheng Xu
7427809;Simon K. Jackson
7427801;Roy M. Pemberton
7427803;Rachel Tuffin
7427805;John Griffiths
7427807;Ian C. Sage
7427804;Guido A. Drago
7427810;Gerry Kenna
7427802;Timothy Cox
7177624;Hamid Behnam
7427890;Leila Mohammadi
7427892;Mohammad R. N. Avanaki
7427891;Jahan Tavakkoli
6766675;Xuejun Yue
6946829;Huiru Cao
7428165;Yongxin Liu
7428166;Wenjian Zhu
7428875;Kichang Im
7428876;Dong-Sun Lim
7426540;Bach Phi Duong
7428874;Dongkoo Shon
7272188;Jeongho Park
6839606;Sheraz Ali Khan
6839610;Jong-Myon Kim
6841131;Byungtae Jang
7190468;Francisco Javier Gomez-Gil
7190469;Jaime Gómez Gil
7190467;Víctor Martínez-Martínez
7190470;Ruben Ruiz-Gonzalez
6835285;Pedro J. Clemente
6807243;Adolfo Lozano Tello
7429520;DongHyun Shin
7429519;Changhwa Kim
7430001;Lei F. Tian
7430002;Heping Zhu
7430000;Hong Y. Jeon
7292638;Baofeng Gao
7215180;Shuxiang Guo
7317771;Hideyuki Hirata
6838845;Muye Pang
6917560;Hidenori Ishihara
7430926;Wenting Luo
7430927;Guangdong Liu
6783080;Chao Zhang
7320817;Kelvin C. P. Wang
6836382;Zhenyan Zhang
7431031;Yinjie Ding
6839550;Chengjie Li
7431029;Fei Lyu 0002
