:ID;author:string
6798511;Gábor Nagy
7068121;Hans-Dieter Höltje
7069196;Anita Batzenschlager
7069285;Carol A. Venanzi
7069282;Neelam Naik
7069283;Ronald A. Buono
7069281;Kristina A. Paris
7069280;Milind Misra
7069279;William J. Skawinski
7069278;Kathleen M. Gilbert
7069284;Howard M. Deutsch
7069361;Gerald M. Maggiora
6932876;Jürgen Bajorath
7069027;Daniel Seeliger
7069664;Bert L. de Groot
7068635;Alberto Cuzzolin
7068634;Mattia Sturlese
7068636;Stefano Moro
7068633;Veronica Salmaso
7070067;Ki Hwan Kim
7070699;D. Joseph Harriman
7070700;Ghislain Deslongchamps
7070842;Fernanda A. Sala
7069576;Peter W. Kenny
7070717;Geraldo Rodrigues Sartori
7069578;Igor M. Prokopczyk
7069577;Carlos A. Montanari
7069102;Giovanni Grazioso
7070995;Clelia Dallanoce
7070996;Diego Yuri Pomè
7070997;Miriam Sciaccaluga
7070998;Carlo Matera
7070999;Cecilia Gotti
7071000;Sergio Fucile
7071001;Marco De Amici
7071051;Christian D. Klein
7071052;Anke Bachelier
7068174;Richard D. Cramer
7071962;Thomas J. Oldfield
7071973;Fernando Pavão
7071974;Marcelo Santos Castilho
7071975;Paulo C. Vieira
7071976;Mônica Tallarico Pupo
7071970;Irwin Rose de Alencar Menezes
7070671;Carlos Alberto Montanari
7071971;Julio Cesar Dias Lopes
7071972;Glaucius Oliva
7072042;Haoyuan Chen
6962775;Emilio Gallicchio
7072043;Michael Fitzgerald
6799007;Peng He
7072045;Chuan Kao
7072046;Beidi Lu
7072047;Yijie Niu
7072048;Manasi A. Pethe
6951146;He Chen
6861739;Jie Zhu
7072044;Malathi Kalyanikar
6962776;Ronald M. Levy
7072259;Omoshile O. Clement
7072260;Osman F. Güner
6909543;Li-Li Xu
7072394;Zhengyu Jiang
7072400;Qidong You
7072399;Hao-Peng Sun
7072398;Xiaojin Zhang
7072397;Hao-Ze Huang
7072396;Yang Pan
7072395;Meng-Chen Lu
7068400;Bernard R. Brooks
7069109;Gerhard König
7072803;Tobias Fasth
6813010;Mats Danielson
6920285;Aron Larsson
6784570;Love Ekenberg
7072848;Belaïd Aouni
7072847;Soulef Smaoui
6934269;Habib Chabchoub
7072874;Asif Khan 0002
7072875;Christian Niemann-Delius
6949534;Jhin-Fang Huang
7072913;Yan-Cheng Lai
7072914;Wen-Cheng Lai
7072915;Ron-Yi Liu
6877568;Maher E. Rizkalla
7072944;Michael Tammen
7072945;Hisham Sliman
7073027;Grégoire Herzog
7073026;Jonathan S. Ellis
6923895;Paul Galvin
7073054;Beatriz dos Santos Pês
7073055;Janaina Gonçalves Guimarães
7073057;Marlio José do Couto Bonfim
7073056;Elder Oroski
6811367;Russell Impagliazzo
7073353;Sergei Artemenko
6873705;Valentine Kabanets
6812437;Ronen Shaltiel
6872825;Nader H. Bshouty
7073477;Hanna Mazzawi
6871116;Dima Grigoriev
6872780;Marek Karpinski
6873130;Luca Trevisan
6932903;Raghu Meka
6811829;Parikshit Gopalan
6886750;Salil P. Vadhan
6872563;Omer Reingold
7073611;Rakesh Venkat
7073612;Henry Yuen
7073267;Prahladh Harsha
6812057;Irit Dinur
7073365;Shalev Ben-David
6875113;Robin Kothari
7073305;Rahul Santhanam
6873779;Joshua Buresh-Oppenheim
7073408;Eshan Chattopadhyay
6811868;Shachar Lovett
7073450;Pooya Hatami
7073692;Kaave Hosseini
6811291;Miklós Ajtai
6812363;Ariel Gabizon
6874229;Madars Virza
6874227;Alessandro Chiesa
6811366;Eli Ben-Sasson
7073463;Pravesh Kothari
7073313;Adam R. Klivans
7073300;Alexander Knop
7073301;Dmitry Sokolov 0001
6981145;Dmitry Itsykson
7073535;Tom Gur
7073547;Ron Rothblum
7073464;Daniel M. Kane
6874768;Ilias Diakonikolas
7073863;William M. Hoza
7073265;Gregory Valiant
7073424;Paul Valiant
7073899;Sascha Geulen
6873001;Berthold Vöcking
7073898;Melanie Winkler
7073926;Eran Iceland
6811574;Alex Samorodnitsky
6811507;Ran Raz
6902948;Albert Atserias
6811477;Neil Thapen
7073755;Sagnik Mukhopadhyay
7073540;Arkadev Chattopadhyay
7073634;María López-Valdés
6980629;Elvira Mayordomo
6875256;Yevgeniy Dodis
6763379;Madhu Sudan
6754048;Oded Goldreich 0001
7074023;Bernd Meyer 0005
7073741;Sivaramakrishnan Natarajan Ramamoorthy
7073281;Anup Rao
7074071;Michael A. Gibson
7073302;Alan L. Selman
7073303;Samik Sengupta
7028911;Liyu Zhang
7073287;Christian Glaßer
6754122;Markus Holzer 0001
6903161;Felix Brandt 0001
6903511;Felix A. Fischer
6873717;Lance Fortnow
6811768;Avishay Tal
6874774;Dana Moshkovitz
6835982;Yasar Khan
6835984;Alokkumar Jha
7074291;Qaiser Mehmood
6835986;Ratnesh Sahay
7074290;Muntazir Mehdi
7004199;Md. Rezaul Karim
7074292;Achille Zappa
6938008;Dietrich Rebholz-Schuhmann
6968400;Sun Kim
6755744;Liang Zhao 0002
7074412;Junxiang Wang
7074370;Yuji Zhang
6787159;Yanfang Ye
7074456;Anna-Lena Lamprecht
6956139;Stefan Naujokat
6807367;Tiziana Margaria
6807369;Bernhard Steffen
7074926;Yuqing Mao
6936578;Zhiyong Lu
7074178;Nigel Collier
7074228;Georgios V. Gkoutos
7074977;Soheil S. Dadras
7006134;Robert Hoehndorf
7074976;Bruno S. Bazelato
7074979;John P. Sundberg
7074978;Lloyd E. King
7074975;Hannah M. Fisher
7074437;Paul N. Schofield
6779717;Jinho Kim
7075367;Mohammad Al-Shabi
7075365;Andrew S. Lee
7075366;S. Andrew Gadsden
7075372;Jacob Goodman
7075608;Takuya Hayakawa
7075609;Jun Kobayashi
7075723;Oliver Daum
7075724;Axel Boesch
7075853;Gerhard Kunnert
7075947;David Saive
7075728;Marco Gercke
7075816;Flemming Moos
7076197;Julian Reichwald
7040446;Dennis Pfisterer
7076233;Robert Cailliau
7076235;Bernd Pollermann
7076234;Jean-François Groff
7076232;Tim Berners-Lee
7076368;Javad Khazaei
7076369;Zhixin Miao
6930028;Lingfeng Wang
6906809;Jun Tan
6928163;Jean-Yves Le Boudec
7074067;Ola Svensson
7076937;Teklemariam Tsegay Tesfay
7076988;Sérgio Barreto Andrade
6835366;Marco Pignati
6916860;György Dán
6835369;Mario Paolone
7077090;Aladin Zayegh
6838950;Cagil R. Ozansoy
6819772;Taha Selim Ustun
7076829;Mehrdad Yazdanian
6924398;Ali Mehrizi-Sani
7077487;Mustafa Farhadi
6837391;Osama A. Mohammed
7077720;Feifei Bai
6978889;Stephen D. J. McArthur
7077522;Michael J. Dolan
6975735;Graham W. Ault
7077523;Euan M. Davidson
7077932;Keith R. W. Bell
7076614;Frank C. Lambert
7076615;Deepak Divan
7076613;Rohit Moghe
7078027;Jiaqi Liang
6927322;Ronald G. Harley
6929093;Ganesh Kumar Venayagamoorthy
7078026;Diogenes Molina
7078068;Yves Dubé
7078067;Nilson Henao
7078069;Michael Fournier
6829998;Kodjo Agbossou
6829996;Sousso Kelouwani
7076909;Graeme M. Burt
7078237;Michal Sztykiel
7077959;Patrick J. Norman
7076482;Stuart J. Galloway
7077958;Steven D. A. Fletcher
7078389;Ahmad Salehi-Dobakhshari
6823559;Chun-xia Dou
7078773;Isha Sharma
7076509;Kankar Bhattacharya
7064059;Claudio A. Cañizares
7078291;Jimmy C.-H. Peng
7051150;Haris M. Khalid
7037555;Bert Zwart
6754613;Onno J. Boxma
6769978;Peter J. Haas
6763043;Francesco Lo Presti
7079865;Nick G. Duffield
7079866;Joseph Horowitz
6993462;Ramón Cáceres
7028745;Zhen Liu 0001
7079937;Cathy H. Xia
7001087;Li Zhang 0002
6782306;Mark S. Squillante
7079938;Naceur Malouch
7079675;Yingdong Lu
7080037;Goedson T. Paixão
7080036;E. Kraemer
6915493;Virgílio A. F. Almeida
7080038;Dorgival Olavo Guedes Neto
6915494;Wagner Meira Jr.
7080104;Petar Momcilovic
6754343;Edward G. Coffman Jr.
6754058;François Baccelli
7033730;Alan Harbitter
7026167;Jack P. C. Kleijnen
6994095;Charles H. Sauer
6906401;Zary Segall
7080299;L. Snyder
7079715;Florin Ciucu
7080307;Felix Poloczek
7080369;Daniel R. Figueiredo
6959244;Edmundo de Souza e Silva
6959245;Rosa Maria Meri Leão
7080413;Nelson Antunes
7080414;Gonçalo Jacinto
7080415;António Pacheco
7080447;Neil J. Gunther
6780563;Krishna Kant
7080815;Christofer Dutz
7067013;Samuel Kounev
7080889;Weifeng Shi
7081079;David Navratil
7081081;Matt Stagg
7081080;Steve Appleby
6948612;David Gomez-Barquero
7081052;Yatin Trivedi
6775003;Amit Mitra
6832479;Jin Tong
7033475;Dhruba K. Bhattacharyya
6778388;Jugal K. Kalita
7081301;Rajib Goswami
7081302;Malayananda Dutta
7081477;Siân Miller
6773614;Yogesh Kumar Dwivedi
6885470;Michael D. Williams
7004598;Himansu Sekhar Behera
7081582;Bighnaraj Naik
7081583;Janmenjoy Nayak
7081367;P. D. D. Dominic
7081818;Goh Kim Nee
7081817;P. Sellappan
7081816;Handaru Jati
7081922;Mohammed Shahid Abdulla
7081921;S. Asharaf
7072949;Anirban Dutta
7081982;Biplab Bhattacharjee
7081983;Amulyashree Sridhar
7065185;Corey D. Schou
6932462;Amber Settle
7082395;Ellen Walker
6931941;David Ginat
6932070;Daniel Zingaro
6932068;Olle Bälter
7000040;Duane A. Bailey
6964352;Catherine Plaisant
6856426;Richard Furuta
7082766;Nikole Wing Ka Kwok
7082767;Angeline Khoo
7082809;Luka Lucic
7082889;Eileen Wood
7082891;Domenica De Pasquale
7082888;Karin Archer
7082892;Seija Molema
7082890;Amanda Nosko
7082893;Emily Christofides
7082947;Jane Hurry
7082946;Michael Yates
7083129;Darko Skorin-Kapov
6804382;Harichandran Khanna Nehemiah
7083246;J. Jabez Christopher
6792398;Arputharaj Kannan
6765635;Dusit Niyato
6823784;Ping Wang 0001
6835594;Dong In Kim
6842754;Xiao Lu
6927321;Ganesh K. Venayagamoorthy
7083777;Raghavendra V. Kulkarni
7083778;A. Forster
6761924;Jiannong Cao
6930733;Hui Cheng
7079967;Raj Jain
7083827;Lav Gupta
7083828;Gabor Vaszkun
6941728;Quan Wang
6782833;Dong Huang
6778043;Bingsheng He
6999912;Matteo Cesana
7083914;Ilaria Malanchini
7083913;S. Amir Hosseini
7083912;Nicola Bui
6886544;Qi Liao
7083915;Joerg Widmer
6859852;Xiaole Bai
7083950;Shushan Zhao
7083952;Richard A. Frost
7083951;Akshai K. Aggarwal
7084034;Marco Wagner
6922463;Hannes Frey
7084033;Dennis Grewe
7084087;Md. Faizul Bari
7022549;Qi Zhang 0008
6763960;Mohamed Faten Zhani
6835110;Raouf Boutaba
7084089;Maxim Podlesny
7084090;Md. Golam Rabbani
7081167;Lisandro Zambenedetti Granville
7084088;Rafael Pereira Esteves
7084163;Jonne Soininen
7084164;Jouni Korhonen
6823785;Ekram Hossain
6821621;Changle Li
6825893;Rui Chen 0001
7084509;Wen-Xuan Long
6822381;Guoqiang Mao
7084584;Peter Bui
6766468;Douglas Thain
6833565;Patrick J. Flynn
6961683;Hoang Bui
7084617;Fatma Ozcan
7029839;Cem Evrendilek
7084616;Sena Nural
6777617;Sunil Prabhakar
7040480;Andreas Grüner
6779528;Wolfgang Klas
7084622;Armin Haaf
6779527;Susanne Boll
7084629;Arthur M. Keller
7084628;Maurice A. W. Houtsma
6850337;Filippo Cacace
7049478;Wenwey Hseush
6807014;Eduardo Mena
6813079;Vipul Kashyap
7084739;James W. Stamos
6754327;Flaviu Cristian
6810515;Wei Hong
6771089;Mark Scheevel
6812658;Sunit K. Gala
6758070;Injun Choi
6781956;Laurent Amsaleg
7084802;Andrew Citron
7084801;Kathryn Britton
6993272;C. Mohan 0001
6767504;George Samaras
6940240;Daniel P. Siewiorek
7084836;Mark Holland
6924788;Peter M. Chen
6874892;David A. Patterson
7084844;Ann L. Drapeau
6993464;Srinivasan Seshan
7084847;Ken Shirriff
7084846;Ethan L. Miller
7084843;Edward K. Lee 0001
7084845;Ken Lutz
7084856;Stewart M. Clamen
7065561;Iqbal Ahmed
7084875;Justin O'Sullivan
6754927;Arthur H. M. ter Hofstede
6812636;David Edmond
6982608;Cyril U. Orji
7084880;Jon A. Solworth
7084883;Naoki Akaboshi
6796513;Ying Huang
6777452;Gustavo Alonso
6779531;Yaw-Huei Chen
6813082;Jochem Vonk
7084906;Benedikt Kratz
6779885;Ting Wang
6856199;Ayellet Tal
7084913;Rafael Alonso
6774933;Milan Zeleny
7085119;Kartikeya S. Puranam
6962665;Michael N. Katehakis
7085260;Katherine Kellen
7085261;Pavlo Antonenko
6966365;Janette R. Hill
7019411;Eric Foxley
6786059;Edmund K. Burke
7085508;Zarina Shukur
7085776;Wim de Boer
6989972;Roshan M. D'Souza
7085871;Ahmadreza Baghaie
7085874;Heather A. Owen
7085870;Ahmad Pahlavan Tafti
6864859;Zeyun Yu
7085872;Andrew B. Kirkpatrick
7085873;Jessica D. Holz
7085897;Laurent D. Cohen
6844749;Da Chen
6838437;Mingqiang Yang
7085941;F. C. Monteiro
7086161;R. Rosa
7086319;Lionel Moisan
7086318;Jean-Pascal Jacob
6857125;Mariella Dimiccoli
7086499;Mumtaz A. Anwar
6804524;Noriah M. Al-Kandari
7086501;Husain Al-Ansari
7086500;Charlene L. Al-Qallaf
7086487;Bob Usherwood
7086553;Margot Note
7086588;Hamed Al-Azri
7086587;Ali Al-Aufi
6886071;David McMenemy
7086935;Phil Bradley
7086957;Jouko Raivio
7086956;Jarmo Saarti
7086988;Andrew Dalgleish
7086989;Robert Hall
7086993;John R. Turner
6964794;Jonathan Furner
7087086;Violetta Lonati
7040488;Matteo Pradella
7087101;Michal Opler
6812113;Vít Jelínek
7087189;Basel Sirhan
6972050;Toufik Mansour
6815607;Josef Slapal
7087465;Jonathan Bloom
6980511;Dan Saracino
6873264;Mathieu Liedloff
7087560;Jean-Paul Allouche
6913383;Jeffrey Shallit
6808250;Michail Maniadakis
7087637;Marc Wittmann
7087638;Sylvie Droit-Volet
6926253;Yoonsuck Choe
7087687;Thommen George Karimpanal
6890137;Roland Bouffanais
7087778;Manfredo Atzori
7087905;Andrea Chiavenna
7087906;Lorenzo Molinari Tosatti
6769200;Henning Müller
7087904;Alessandro Scano
7088237;Appala Naidu Tentu
7088238;Prabal Paul
6933200;V. Ch. Venkaiah
6806084;José M. Vidal
7088428;Benito Mendoza García
6806196;Henry Hexmoor
7088461;Ellie Lovellette
7045705;Aristide Mingozzi
7046268;Marco A. Boschetti
6876495;Qin Zhang 0004
6908565;Aobing Sun
6798159;Ran Zheng
7089035;Ruhan He
6813894;Yumin Wang
6876518;Xi Sun
6908754;Zhengtao Jiang
7089088;Meirong Zhou
7089113;Julio Da Silva Dias
7089111;Douglas Dyllon Jeronimo de Macedo
6765176;Luca Foschini
7089112;Carlos Roberto De Rolt
7089110;Eliza Gomes
6768625;Mario A. R. Dantas
7089153;V. Radha
6810939;Arun K. Pujari
6771093;Ilias K. Savvas
7089170;Alekos Stogiannos
7089171;Ioannis Th. Mazis
7088440;Sahalu B. Junaidu
6824905;Seyed M. Buhari
7088438;Ezugwu E. Absalom
7089258;Weihua An
7089276;Long Doan
7089780;Johannes Zschache
7089781;Brandon Brooks
6967558;Jessica Vitak
7089782;Bernie Hogan
6886466;Cliff Lampe
6916919;Nicole B. Ellison
7089329;Beate Völker
7089593;Henk Flap
7089770;Per Block
7089390;Nicholas Harrigan
7089426;Janice Yap
7089999;Laurence Moore
7089568;Philip A. Sinclair
7089331;Christian Steglich
7089998;Jo Holliday
7090156;Chengwei Liu
7089495;Balázs Kovács
7090454;A. Francisco
7090455;F. Pereira
7090456;J. Rigelo
7090675;Marie Poline
7090677;Frédéric Chauvet
7090397;Julien Pouget
7090676;Laurent Gerbaud
7090792;E. V. Maltseva
7090790;V. N. Gavdzinski
7090791;M. G. ElSheikh
7090864;Alexandros Leontitsis
7090865;Jenny Pagge
6805740;Peter C. B. Phillips
7091411;Le Thi Van Trinh
7091412;John Gibson
7090370;Les Oxley
6996995;Monica Pepe
7091505;Licia Lenarduzzi
6805727;Akbar Asgharzadeh
6805728;Reza Valiollahi
6805666;Mohammad Z. Raqab
7091581;F. A. Alqallaf
6757334;H. J. Kim
6963404;V. Mani
6848213;Narasimhan Sundararajan
7002919;S. N. Omkar
6925936;Sundaram Suresh
7090420;Dimitri J. Frantzeskakis
7091749;S. Nandi
7090421;A. R. Bishop
6901786;Ricardo Carretero-González
7090332;Boris A. Malomed
7090331;Panayotis G. Kevrekidis
7092155;Achim Nonnenmacher
6899674;Christian Lubich
7092199;Wafa Mefteh
6893407;John Steinhoff
6893408;Subhashini Chitta
7091344;M. V. Alba Fernández
6803640;J. L. Moreno-Rebollo
6803638;I. Barranco-Chamorro
6801152;María-Dolores Jiménez-Gamero
7092498;Nicolas Retiere
7092497;Thi-Tinh-Minh Le
6772160;Radim Blaheta
7092078;Zdenek Dostál
6772166;Jirí Starý
6899600;Tomás Kozubek
7091168;Pavel Karban
7091169;Martina Donátová
6850785;Eitaro Aiyoshi
7092132;Atsushi Maki
6920036;Takashi Okamoto
7093346;Robert Argent
7093299;Andre Zerger
6800188;Michael McAleer
7093353;Alexander Pudmenzky
7091274;A. Kouibia
7090861;Miguel Pasadas
7092118;Eugenio Roanes-Macías
6931504;Michael J. Wester
6931735;Eugenio Roanes-Lozano
7093430;José Luis Ruiz-Lozano
7093431;Carlos Roncero
6903231;Luis M. Laita
7091310;Alicia Cordero
7091312;Juan R. Torregrosa
7093494;José Manuel Gutiérrez Jiménez
7091092;Ángel Alberto Magreñán
7093544;Dietmar Dorninger
7093545;Maciej Maczynski
7093562;Khalaf M. Alanazi
7093563;Horst R. Thieme
6899054;Zdzislaw Jackiewicz
6891148;Sylvain Maire
6822197;Giang Nguyen
6943499;Hugues Leblond
6846447;Sigi Goode
7093797;Miranda Robinson
7028120;Walter D. Fernández
7093923;Sheng-cheng Lin
7025283;Fu-ren Lin
7094112;Stephen Cory Robinson
6856748;Mohini Singh
6784858;Panos M. Pardalos
6804152;Valeriy A. Kalyagin
6985468;Tomás Pajdla
7094428;Jan Heller
6849875;Jirí V. Outrata
7055144;Michal Cervinka
7094542;C. Matonoha
6899435;Michael L. Overton
7094546;Tim Mitchell
6899626;Frank E. Curtis
7094606;S. Mizuno
6934705;Jon Lee 0001
6934774;Leo Liberti
6874886;François Margot
6934784;Pietro Belotti
6767909;Andreas Wächter
6788344;Michael Doumpos
7094797;A. Salappa
7025869;Constantin Zopounidis
6803943;Suvrit Sra
6782670;Inderjit S. Dhillon
6899182;Dongmin Kim
7094863;Tran T. A. Nghia
7092723;José Yunier Bello Cruz
6823640;Wenxing Zhu
6899980;Andreas Griewank
7094538;Torsten Bosse
7094984;Jonathan Fischer
6934590;Samuel Burer
7094999;Changhui Choi
6849953;Soon-Yi Wu
6901756;Liqun Qi 0001
7095050;Guanglu Zhou
6909042;Dong-Hui Li
7095152;J. W. Gillard
7095266;Vidyadhar Phalke
6753797;Philip Heidelberger
6778052;Jiajun Bu
6862406;Daojing He
6768840;Sammy Chan
7002349;Rahul Simha
6915984;James F. Kurose
7095392;R. L. Mattson
6790505;John E. Hopcroft
6753951;Pramod K. Varshney
6753950;Carlos R. P. Hartmann
7095415;Jamie M. de Faria Jr.
6949948;John P. Hayes
7095524;Jing Xi
6873032;Costas Busch
6873033;Malik Magdon-Ismail
6832999;Bin Fan
6794969;Dan Xu
7080003;Xin Liu 0002
7095579;Omri Serlin
6779691;John A. Stankovic
6908908;Chih-wen Hsueh
6771290;Kwei-Jay Lin
7095694;Laurence J. Laning
7095695;Michael S. Leonard
6780964;Steven L. Tanimoto
7095720;Kenneth R. Sloan Jr.
6944652;Patrick Solé
6765338;Massimo Ficco
6765337;Christian Esposito
6761888;Francesco Palmieri
6762962;Aniello Castiglione
7095800;Jayanta Banerjee
7095801;Krishnamurthi Kannan
6778159;Shaojie Tang
6825164;Peng Guo
6766234;Xuefeng Liu
6864159;W. A. Perkins
6951469;Masahiro Tsuchiya
7095911;Perng-Yi Richard Ma
7095912;Edward Y. S. Lee
7095932;Wei C. Yen
7095933;David W. L. Yen
6864767;King-sun Fu
6872456;Mark A. Holliday
6781427;Mary K. Vernon
7095956;W. J. Cunningham
6779810;Walter A. Burkhard
7096132;Marina Roesler
6857546;Dimitris N. Metaxas
7095994;Michael L. Dertouzos
7096198;E. C. Nelson
7096241;Per E. Danielsson
7095762;Stephen Y. H. Su
7096264;Thomas W. Lynch
6964542;Esen A. Ozkarahan
7096375;H. B. Nguyen
6864519;Kenneth C. Smith
7096374;Stewart A. Schuster
6860370;A. L. Narasimha Reddy
6949736;Prithviraj Banerjee
6993430;Harold S. Stone
7095594;Gururaj S. Rao
6753684;T. C. Hu
7096495;Jacob van den Berg
6754035;Erol Gelenbe
6779623;Kenneth C. Sevcik
7096531;Zvi Kohavi
7096532;Pierre Lavallee
7096575;Tsai Hwa Chen
6833582;Ted H. Szymanski
6818521;Wen-Hsing Kuo
7096607;Yung-Hsuan Lin
7096645;Joseph A. Profeta III
7096644;D. Todd Smith
6769277;Barry W. Johnson
7096385;D. K. Chattopadhyay
6963759;A. K. Bandyopadhyay
7096663;A. Palit
7096011;Arun K. Choudhury
6879696;To-Yat Cheung
7096681;Walter H. Kohler
7096715;Daniel Sagalowicz
6778716;Kyu-Young Whang
6754184;Thomas Ottmann
6999985;Michael G. Thomason
7002243;James R. Goodman
6926294;Carlo H. Séquin
6754111;William E. Weihl
6850613;Roger W. Ehrich
7096782;Jörgen P. Foith
6758409;Keith C. C. Chan
6754085;Guojun Wang
7035784;Paul D. Amer
6976612;Myungwhan Choi
6950265;C. M. Krishna
7096814;Edward W. Czeck
7096813;James H. Barton
7094570;Christopher Kumar Anand
7096828;Wolfram Kahl
6874980;Sartaj Sahni
6754109;Oscar H. Ibarra
7096848;Charles W. Kaufman
6766631;Barbara T. Blaustein
7096847;Sunil K. Sarin
7096851;Hui Wang 0008
6950344;James E. Rumbaugh
6762432;Jen-Yao Chung
7096969;Prashant D. Vaidya
6864257;Linda G. Shapiro
6863671;Robert M. Haralick
6948792;Gary J. Minden
7096991;T. C. Verster
7097010;Maria E. Okasaki
7097012;David C. Steere
6994274;James J. Kistler
6993930;Puneet Kumar 0001
7097011;Ellen H. Siegel
6754189;Bernd Reusch
7097046;Dina Bitton
6763019;Micah Beck
7097057;Zhang Cai
6762271;Jingwei Li
6763909;Jin Li 0002
6822804;Dongqing Xie
6880389;Akihiro Hashimoto
6754238;Nobuki Tokura
6754366;Tadao Kasami
7097083;Ghani A. Kanawati
7097084;Nasser A. Kanawati
6879433;Jacob A. Abraham
7097104;Randolf D. Nelson
6897980;Sanglu Lu
7083607;Yafeng Yin
6897957;Lei Xie 0004
6962746;Paul Hurley
6755343;Jacek Blazewicz
6764154;Jan Weglarz
7097254;Mieczyslaw Drabowski
7097267;David Stevenson
7097266;Gérard M. Baudet
6979100;Miroslaw Malek
6974553;Yoon-Hwa Choi
7097294;John P. Lehoczky
7001328;E. Douglas Jensen
7097305;Wilhelm Ochsenreiter
6979995;Hermann Kopetz
6962622;Parameswaran Ramanathan
6876301;Yann-Hang Lee
7002803;Balakrishna R. Iyer
7095308;M. A. Narasimhan
7095307;Krishnaiah Revuluri
6810290;K. R. Rao
6763624;Jean-Loup Baer
6931355;Ronald E. Prather
7056617;Chung-Kwong Yuen
7097535;William H. Stellhorn
6968474;Forbes J. Burkowski
6915967;Douglas M. Blough
6873277;Andrzej Pelc
7027939;Bezalel Gavish
7025357;Hasan Pirkul
7097577;N. Seshagiri
7097585;Flavio Bonomi
6910783;Sheng Zhang 0001
6755022;Franco P. Preparata
6927605;Robert J. T. Morris
7097753;Yung-Terng Wang
7097779;A. Ravichandran
6872503;Ding-Zhu Du
6873888;Qian-Ping Gu
6876523;Pao-Ann Hsiung
6854989;Shang-Wei Lin
7040756;Jin-Fu Li
6908221;Claudio Moraga
7040976;Mark G. Karpovsky
7098042;Tatyana D. Roziner
7098089;Hans-Werner Six
6753726;Derick Wood
7098107;Michelle Y. Kim
7098166;Jay C. Majithia
7098264;George I. Davida
6754002;John B. Kam
7080690;Robert B. Hagmann
7043499;Rabindra K. Roy
7030885;Andrew Choi
6768638;Manfred Ruschitzka
7098304;Amit U. Nadgar
6849726;Shashi Phoha
6849725;Asok Ray
6781275;Vir V. Phoha
6770269;Jean-Luc Gaudiot
7096935;N. T. Grisamore
7098331;Z. Bay
6908286;Yinhe Han
6802012;Jun Ma
6910167;Guihai Yan
6754933;Weining Zhang
7098351;Marjorie Templeton
7098352;David Brill
6873356;Marc Snir
7056631;Kevin P. McAuliffe
7001462;Allan Gottlieb
6768887;Clyde P. Kruskal
6780954;Ralph Grishman
6787716;Chen Xin
6834308;Weiqiang Liu
7098371;Xiao-Ping Cui
6811483;Clark D. Thompson
7098448;Jeffrey X. W. Su
7098538;Win Bo
6961588;Karsten Schwan
6993094;Prabha Gopinath
7096067;Michael A. Harrison
7098539;Richard F. Arnold
7098543;Daniel H. Fishman
7095376;P. Spiegel
7098564;R. Fullwood
7000534;Jie-Yong Juang
6825296;Sun-Yuan Hsieh
7098632;Chun-An Chen
7000133;Guey-Yun Chang
6865995;Masahiro Sowa
6769772;Edward A. Lee
6875794;Bruce W. Weide
7098835;Marius L. Tervoert
6878071;Hans G. Kerkhoff
7098857;Nicholas G. Khabbaz
7000295;Keki B. Irani
6769231;Susan B. Davidson
6766192;Insup Lee
7095918;James H. Tracey
7095391;Gary K. Maki
7097761;Anurag Kumar 0001
7049494;Duncan H. Lawrie
6771417;William A. Wulf
7031171;Maximo H. Salinas
6869732;Dee A. B. Weikle
6924091;James H. Aylor
7099223;Sung I. Hong
6865963;Sally A. McKee
6924090;Robert H. Klenke
7097517;Lei Tian 0001
6763540;Fang Wang 0001
6763541;Hong Jiang 0001
6762834;Dan Feng 0001
6766717;Yinliang Yue
7041314;Vikramkumar Pudi
6925494;K. Sridharan
7095619;Glen G. Langdon Jr.
7099472;Reid G. Smith
6866024;Doug Burger
7099482;Madhu Saravana Sibi Govindan
7099483;Behnam Robatmili
7099484;Bertrand A. Maher
6869234;Stephen W. Keckler
7099485;Aaron Smith
7095236;Algirdas Avizienis
6871334;Lee D. Erman
7099561;Klaus D. Heidtmann
7098117;Walid A. Abu-Sufah
6910478;Zhiyuan Li
7099602;Albert S. Hoagland
7097701;Velio A. Marsocci
7099619;Paul M. Chirlian
7099649;John R. Smith Jr.
7099650;Charles H. Roth Jr.
7099657;Alessandro Morari
7098856;Alper Buyuktosunoglu
7098855;Roberto Gioiosa
7099658;Carlos Boneti
6869267;Chen-Yong Cher
6763816;Mateo Valero
7080696;Pradip Bose
6764622;Suzhen Wu
6764620;Bo Mao
7097957;Richard I. Baum
7099942;R. T. Thomas
7099966;Chun-Hyon Chang
7098292;Ragunathan Rajkumar
6952449;Akashi Satoh
7099980;Kohji Takano
6765275;Antonio Puliafito
6862015;Vincenzo Catania
6982913;Salvatore Riccobene
6872378;Lorenzo Vita
7097109;Jerome H. Friedman
6754326;Leslie Lamport
6767467;S. Lennart Johnsson
7095637;Sai Choi Kwan
7048674;Shahid H. Bokhari
6869767;David A. Wood
7100236;Steven K. Reinhardt
7100237;Robert W. Pfile
7100241;Shengchang Cheng
7100344;Lance M.-T. Lan
7100400;Eiiti Wada
7100392;Kenro Murata
7100398;Haruhisa Ishida
7100397;Yoshihiro Ishibashi
7100399;Takashi Soma
6930914;Eiichi Goto
7100393;Kisaburo Nakazawa
7100394;Keisuke Nakagawa
7100396;Yasushi Miatsu-Oka
7100395;Tohru Moto-Oka
6863916;J. K. Aggarwal
7100430;Kenneth C. Knowlton
6941036;Jacky Akoka
