:START_ID;:END_ID;pages:string;volume:string;year:int;Column1
91447;9046612;532-546;53;2007;91447
91568;9046612;67-77;36;1990;91568
91569;9046612;366-372;57;2011;91569
91844;9046612;467-479;24;1978;91844
91890;9046612;247-254;59;2013;91890
92034;9046612;362-376;55;2009;92034
92193;9046612;513-516;22;1976;92193
92199;9046612;69-77;33;1987;92199
92259;9046612;389-392;30;1984;92259
92296;9046612;189-192;34;1988;92296
92360;9046612;333-341;58;2012;92360
92513;9046612;525-528;38;1992;92513
92648;9046612;121-130;23;1977;92648
92672;9046612;131-143;26;1980;92672
92847;9046612;104-107;50;2004;92847
92864;9046612;363-368;31;1985;92864
92876;9046612;257-264;37;1991;92876
92933;9046612;401-404;23;1977;92933
93465;9046613;189-198;3;2010;93465
93474;9046613;21-32;5;2012;93474
93503;9046613;15-27;2;2009;93503
93636;9046614;1-35;3;2014;93636
93828;9046615;18-32;2;2011;93828
93851;9046615;52-61;5;2014;93851
93878;9046617;85-98;5;2001;93878
93910;9046617;781-782;15;2011;93910
94017;9046617;1503-1514;17;2013;94017
94094;9046617;271-289;16;2012;94094
94095;9046617;521-535;21;2017;94095
94108;9046617;0-;1;1997;94108
94161;9046617;359-371;12;2008;94161
94330;9046617;84-89;10;2006;94330
94335;9046617;609-617;13;2009;94335
94412;9046617;59-67;13;2009;94412
94548;9046617;117-129;2;1998;94548
94681;9046617;527-537;15;2011;94681
94877;9046617;1821-1833;18;2014;94877
95215;9046617;53-69;7;2003;95215
95294;9046617;75-84;21;2017;95294
95336;9046617;503-513;18;2014;95336
95405;9046618;2;7;2015;95405
95474;9046618;35-45;6;2014;95474
95587;9046619;354-374;10;1995;95587
95678;9046619;289-295;20;2005;95678
95688;9046619;402-408;15;2000;95688
95703;9046619;1262-1274;31;2016;95703
96075;9046619;475-480;13;1998;96075
96152;9046619;1101-1124;33;2018;96152
96399;9046619;219-223;32;2017;96399
96660;9046619;708-722;21;2006;96660
96680;9046619;195-207;11;1996;96680
96786;9046619;19-29;24;2009;96786
96813;9046619;501-509;19;2004;96813
96848;9046619;691-697;19;2004;96848
97208;9046619;306-313;12;1997;97208
97445;9046619;521-528;19;2004;97445
97562;9046619;461-480;23;2008;97562
97577;9046619;718-728;19;2004;97577
97668;9046619;434-442;16;2001;97668
97682;9046619;572-582;25;2010;97682
97986;9046620;293-302;12;2018;97986
98052;9046620;261-267;4;2010;98052
98130;9046620;219-231;3;2009;98130
98475;9046621;216-231;29;2012;98475
98478;9046621;163-170;20;2003;98478
98527;9046621;100-107;20;2003;98527
98588;9046621;233-249;18;2001;98588
98643;9046621;267-290;27;2010;98643
98769;9046621;233-239;16;1999;98769
98780;9046621;403-417;30;2013;98780
98978;9046622;5339-5372;195;2018;98978
99193;9046622;423-439;104;1995;99193
99195;9046622;71-115;113;1997;99195
99317;9046622;235-257;195;2018;99317
99477;9046622;173-176;99;1994;99477
99791;9046622;3101-3133;194;2017;99791
100047;9046622;367-374;181;2011;100047
100093;9046622;415-458;98;1994;100093
100214;9046622;27-45;183;2011;100214
100368;9046622;477-504;134;2003;100368
100553;9046622;215-229;166;2009;100553
100699;9046622;21-41;179;2011;100699
100764;9046622;4009-4030;195;2018;100764
100792;9046622;569-577;187;2012;100792
100894;9046622;2311-2336;192;2015;100894
100959;9046622;297-310;151;2006;100959
101025;9046622;251-276;99;1994;101025
101156;9046622;241-290;100;1994;101156
101726;9046622;3187-3201;194;2017;101726
101882;9046622;2917-2930;194;2017;101882
102129;9046622;1533-1553;190;2013;102129
102178;9046622;395-419;107;1996;102178
102199;9046622;237-263;155;2007;102199
102221;9046622;375-395;160;2008;102221
102253;9046622;3099-3145;193;2016;102253
102266;9046622;5-8;132;2002;102266
102372;9046623;42-58;6;2015;102372
102637;9046624;85-89;12;2014;102637
102662;9046624;82-85;2;2004;102662
102696;9046624;72-80;16;2018;102696
102735;9046624;4;4;2006;102735
103002;9046624;14-21;16;2018;103002
103296;9046624;59-61;8;2010;103296
103315;9046624;59-62;2;2004;103315
103422;9046624;49-55;9;2011;103422
103623;9046624;84-87;4;2006;103623
104107;9046624;34-42;6;2008;104107
104218;9046625;1-28;4;2013;104218
104595;9046627;735-744;11;2007;104595
104611;9046627;320-325;3;1999;104611
104623;9046627;1056-1064;21;2017;104623
104747;9046627;819-824;16;2012;104747
104771;9046627;578-585;10;2006;104771
104804;9046627;402-411;20;2016;104804
104826;9046627;971-979;21;2017;104826
104890;9046627;202-209;11;2007;104890
105217;9046627;508-513;19;2015;105217
105223;9046627;119-124;21;2017;105223
105230;9046627;25-34;13;2009;105230
105256;9046627;868-875;21;2017;105256
105318;9046627;1-8;1;1997;105318
105336;9046627;523-528;12;2008;105336
105340;9046627;232-238;18;2014;105340
105371;9046627;946-952;18;2014;105371
105392;9046627;148-153;16;2012;105392
105557;9046627;1161-1171;21;2017;105557
105738;9046627;361-365;18;2014;105738
105762;9046627;162-168;16;2012;105762
105854;9046627;968-973;20;2016;105854
105860;9046627;429-437;20;2016;105860
105868;9046627;669-676;9;2005;105868
105921;9046627;109-114;6;2002;105921
105989;9046627;523-531;19;2015;105989
106000;9046627;417-422;19;2015;106000
106228;9046627;606-611;10;2006;106228
106253;9046627;247-254;19;2015;106253
106460;9046627;157-162;5;2001;106460
106476;9046627;362-371;10;2006;106476
106582;9046628;46-49;3;2014;106582
106607;9046628;11;5;2016;106607
106850;9046629;209-234;4;2005;106850
107089;9046629;51-61;6;2007;107089
107441;9046630;147-161;7;2011;107441
107485;9046630;362-369;2;2006;107485
107641;9046631;1015-1036;46;2017;107641
107642;9046631;155-168;38;2009;107642
107665;9046631;451-459;27;1998;107665
107861;9046631;403-413;43;2014;107861
108047;9046631;281-287;40;2011;108047
108065;9046631;1015-1032;44;2015;108065
108093;9046631;473-490;26;1997;108093
108142;9046631;163-170;39;2010;108142
108180;9046631;133-150;32;2003;108180
108335;9046631;1;32;2003;108335
108372;9046631;189-204;32;2003;108372
108531;9046632;120-136;8;2015;108531
108624;9046632;848-861;11;2018;108624
108790;9046632;36-51;3;2010;108790
108803;9046632;216-228;8;2015;108803
108837;9046632;681-691;9;2016;108837
108993;9046632;158-166;12;2019;108993
109002;9046632;251-258;4;2011;109002
109160;9046633;220-226;47;2004;109160
109191;9046633;27-33;50;2007;109191
109217;9046633;372-383;53;2010;109217
109243;9046633;73-74;43;2000;109243
109532;9046633;142-144;45;2002;109532
109824;9046633;288-296;53;2010;109824
109843;9046633;183-190;60;2017;109843
109954;9046633;365-369;55;2012;109954
110198;9046633;201-208;57;2014;110198
110440;9046635;1394-1401;11;2000;110440
110684;9046636;15-27;14;2003;110684
110961;9046636;1209-1215;20;2009;110961
111014;9046636;1435-1445;6;1995;111014
111072;9046636;367-369;4;1993;111072
111111;9046635;510-522;29;2018;111111
111524;9046635;1263-1274;29;2018;111524
111527;9046636;938-947;19;2008;111527
111593;9046635;1162-1173;11;2000;111593
111629;9046635;1920-1932;27;2016;111629
111653;9046636;475-492;19;2008;111653
111726;9046636;1804-1809;19;2008;111726
111829;9046636;791-808;12;2001;111829
111843;9046635;2233-2242;28;2017;111843
111848;9046636;1550;18;2007;111848
112007;9046636;73-85;4;1993;112007
112092;9046636;1-2;19;2008;112092
112287;9046636;199-210;22;2011;112287
112310;9046636;1256-1268;16;2005;112310
112512;9046636;1685-1693;22;2011;112512
112542;9046635;2017-2029;25;2014;112542
112686;9046636;1458-1465;15;2004;112686
112781;9046636;303-305;1;1990;112781
112841;9046636;185-197;5;1994;112841
112931;9046635;359-370;28;2017;112931
112963;9046636;1222-1234;17;2006;112963
113005;9046636;169-174;8;1997;113005
113120;9046636;805-826;20;2009;113120
113156;9046636;266-283;18;2007;113156
113273;9046636;349-359;8;1997;113273
113381;9046636;315-323;3;1992;113381
113467;9046635;365-371;23;2012;113467
113525;9046636;455-474;7;1996;113525
113565;9046636;1184-1194;8;1997;113565
113618;9046635;1621-1631;25;2014;113618
113759;9046635;2743-2756;29;2018;113759
113786;9046635;471-484;24;2013;113786
113828;9046636;158-162;21;2010;113828
113908;9046635;2787-2800;26;2015;113908
114125;9046635;1308-1318;25;2014;114125
114148;9046636;240-252;18;2007;114148
114160;9046636;101-116;13;2002;114160
114182;9046636;1536-1541;10;1999;114182
114394;9046636;368-380;6;1995;114394
114513;9046636;1792-1803;19;2008;114513
114535;9046635;1553-1565;25;2014;114535
114556;9046636;498-501;5;1994;114556
114689;9046636;1316;7;1996;114689
114783;9046636;222-228;13;2002;114783
114797;9046636;1328-1334;22;2011;114797
114857;9046636;527-538;10;1999;114857
114859;9046636;789-792;17;2006;114859
115012;9046636;534-543;14;2003;115012
115124;9046636;2091-2104;22;2011;115124
115486;9046637;25-53;4;2015;115486
115494;9046637;19-38;5;2016;115494
115684;9046638;121;43;2009;115684
115788;9046639;92-93;39;2005;115788
115825;9046638;100-106;45;2011;115825
116064;9046639;12-28;14;1980;116064
116161;9046638;121-122;45;2011;116161
116244;9046639;111-118;38;2004;116244
116265;9046638;125-126;46;2012;116265
116270;9046638;79-81;42;2008;116270
116434;9046639;1-9;35;2001;116434
116483;9046639;136-138;39;2005;116483
116666;9046639;25-27;30;1996;116666
116780;9046638;52-54;46;2012;116780
116859;9046640;189-202;11;2001;116859
116888;9046640;315-331;23;2013;116888
116970;9046640;7-24;15;2005;116970
117001;9046640;283-301;10;2000;117001
117127;9046640;63-76;4;1993;117127
117148;9046640;247-260;11;2001;117148
117399;9046641;174-187;9;2016;117399
117488;9046641;565-577;6;2013;117488
117599;9046641;125-139;7;2014;117599
117684;9046641;282-293;7;2014;117684
117702;9046641;195-204;6;2013;117702
117707;9046641;242-244;8;2015;117707
117768;9046643;371-384;18;2010;117768
117830;9046643;441-450;18;2010;117830
117862;9046643;101-122;17;2009;117862
117976;9046643;237-252;11;2003;117976
118273;9046644;5;2012;2012;118273
118437;9046644;10;2015;2015;118437
118464;9046644;2;2011;2011;118464
118698;9046646;71-82;8;2017;118698
118750;9046646;8-16;10;2019;118750
118755;9046646;18-25;9;2018;118755
118817;9046647;37-57;3;2011;118817
118970;9046648;96-123;23;2010;118970
118974;9046648;16-25;21;2008;118974
119027;9046648;49-62;24;2011;119027
119033;9046648;203-218;26;2013;119033
119042;9046648;153-164;22;2009;119042
119137;9046649;606-617;12;2008;119137
119239;9046649;260-267;15;2011;119239
119258;9046649;218-224;7;2003;119258
119382;9046649;254-260;2;1998;119382
119400;9046649;442-450;13;2009;119400
119454;9046650;590-600;19;2015;119454
119701;9046650;483-494;22;2018;119701
119825;9046650;190-198;19;2015;119825
119884;9046649;251-259;15;2011;119884
120004;9046650;452-458;17;2013;120004
120047;9046650;1403-1410;21;2017;120047
120133;9046650;975-976;20;2016;120133
120522;9046649;527-536;11;2007;120522
120600;9046649;66-75;12;2008;120600
120633;9046649;497-506;11;2007;120633
120696;9046650;1788-1795;18;2014;120696
120873;9046649;256-265;9;2005;120873
120891;9046649;5-9;13;2009;120891
120992;9046650;399-406;21;2017;120992
121210;9046650;1177-1188;22;2018;121210
121316;9046649;554-560;13;2009;121316
121393;9046651;81-97;11;2006;121393
121464;9046651;7-10;22;2017;121464
121476;9046651;11-36;15;2010;121476
121525;9046651;131-155;13;2008;121525
121526;9046651;91-116;14;2009;121526
121807;9046651;91-112;8;2003;121807
121839;9046651;9-26;20;2015;121839
121925;9046651;7-8;22;2017;121925
121993;9046652;227-234;10;2012;121993
122017;9046652;;10;2012;122017
122021;9046652;185-216;1;2002;122021
122025;9046652;113-132;12;2014;122025
122094;9046652;41-52;10;2012;122094
122280;9046654;24-55;21;2018;122280
122297;9046655;87-118;5;2002;122297
122331;9046655;87-103;3;2000;122331
122362;9046655;101-120;16;2013;122362
122425;9046655;458-477;15;2012;122425
122440;9046655;697-724;16;2013;122440
122552;9046654;307-336;21;2018;122552
122597;9046655;80-81;4;2001;122597
122633;9046655;460-484;13;2010;122633
122676;9046655;319-329;8;2005;122676
122682;9046654;606-634;20;2017;122682
122693;9046655;473-475;11;2008;122693
122702;9046655;5-19;6;2003;122702
122719;9046655;507-533;13;2010;122719
122731;9046656;891-898;8;2014;122731
122760;9046656;617-625;8;2014;122760
122808;9046656;1422-1430;12;2018;122808
122853;9046656;10-21;2;2008;122853
122899;9046656;375-384;6;2012;122899
122916;9046656;272-282;5;2011;122916
123055;9046656;234-243;11;2017;123055
123106;9046656;469-476;4;2010;123106
123121;9046656;124-134;13;2019;123121
123271;9046656;437-444;4;2010;123271
123332;9046656;785-795;7;2013;123332
123826;9046657;359-366;22;2011;123826
123888;9046657;469-511;7;1996;123888
123946;9046657;393-437;15;2005;123946
123965;9046657;241-258;19;2008;123965
124000;9046657;527-542;26;2015;124000
124070;9046657;373-381;9;1999;124070
124105;9046657;127-134;30;2019;124105
124201;9046657;129-138;3;1992;124201
124262;9046657;437-456;28;2017;124262
124277;9046657;351-368;28;2017;124277
124447;9046658;745-760;6;2006;124447
124459;9046658;7373286:1-7373286:19;2018;2018;124459
124615;9046658;9546854:1-9546854:10;2018;2018;124615
124665;9046658;449-462;8;2008;124665
124856;9046658;882-893;9;2009;124856
125014;9046658;1014-1026;13;2013;125014
125156;9046658;6769484:1-6769484:12;2018;2018;125156
125218;9046658;405-420;2;2002;125218
125219;9046658;1369-1378;9;2009;125219
125242;9046658;240-253;11;2011;125242
125360;9046658;;2018;2018;125360
125363;9046658;8349486:1-8349486:6;2018;2018;125363
125371;9046658;9257121:1-9257121:6;2018;2018;125371
125474;9046658;1219-1232;7;2007;125474
125503;9046658;523-540;6;2006;125503
125678;9046658;355-365;14;2014;125678
125730;9046658;;2018;2018;125730
126002;9046658;;2018;2018;126002
126033;9046658;486-510;10;2010;126033
126116;9046658;439-447;4;2004;126116
126277;9046658;184-197;13;2013;126277
126704;9046658;277-292;12;2012;126704
126913;9046658;299-310;7;2007;126913
126958;9046658;2385150:1-2385150:10;2018;2018;126958
127001;9046658;5-14;5;2005;127001
127049;9046659;256-262;11;2015;127049
127123;9046659;36-42;3;2007;127123
127338;9046659;403-419;7;2011;127338
127388;9046659;229-240;5;2009;127388
127429;9046659;9-22;9;2013;127429
127603;9046659;323-332;11;2015;127603
127691;9046659;510-518;9;2013;127691
127774;9046660;6-11, 14;11;1998;127774
127922;9046660;57-65;7;1995;127922
127976;9046660;66-73;9;1996;127976
128023;9046660;40-51, 63;7;1994;128023
128049;9046660;33-39;10;1998;128049
128183;9046660;49-54;10;1997;128183
128201;9046660;26-35;8;1996;128201
128334;9046662;4-15;2;2015;128334
128361;9046663;20150951;13;2016;128361
128413;9046663;1690-1696;6;2009;128413
128501;9046663;20130020;10;2013;128501
128653;9046663;1441-1446;7;2010;128653
128719;9046663;20170128;14;2017;128719
128721;9046663;20140782;11;2014;128721
129019;9046663;20161262;14;2017;129019
129333;9046663;13-19;7;2010;129333
129843;9046663;20180921;15;2018;129843
129927;9046663;20132004;10;2013;129927
130031;9046663;20141104;12;2015;130031
130074;9046663;2061-2067;8;2011;130074
130178;9046663;20130171;10;2013;130178
130268;9046663;339-345;7;2010;130268
130346;9046663;1678-1688;8;2011;130346
130526;9046663;1174-1179;6;2009;130526
130782;9046663;1598-1603;9;2012;130782
131010;9046663;1708-1714;6;2009;131010
131150;9046663;181-186;5;2008;131150
131216;9046663;277-281;4;2007;131216
131342;9046663;1576-1585;9;2012;131342
131350;9046663;20170259;14;2017;131350
131354;9046663;1586-1591;9;2012;131354
131540;9046663;1534-1538;7;2010;131540
131557;9046663;256-263;6;2009;131557
131730;9046663;20180808;15;2018;131730
131789;9046663;20170950;15;2018;131789
131856;9046663;20140711;11;2014;131856
132134;9046665;52-56;4;2014;132134
132167;9046665;39-42;4;2014;132167
132295;9046666;8762892:1-8762892:11;2016;2016;132295
132449;9046667;1676-1684;94;2009;132449
132515;9046667;142-155;147;2016;132515
132618;9046667;595-601;167;2017;132618
132670;9046667;163-181;81;2003;132670
132827;9046667;386-395;95;2010;132827
132868;9046667;60-72;154;2016;132868
132889;9046667;298-306;93;2008;132889
132933;9046667;190-201;130;2014;132933
132963;9046667;101-113;160;2017;132963
132985;9046667;90-99;108;2012;132985
133010;9046667;317-325;168;2017;133010
133037;9046667;1019;94;2009;133037
133095;9046667;596-603;94;2009;133095
133534;9046667;1308-1313;94;2009;133534
133631;9046667;1444-1451;93;2008;133631
133822;9046667;200-209;168;2017;133822
133853;9046667;1-2;107;2012;133853
133916;9046667;33-47;133;2015;133916
134025;9046667;40-50;156;2016;134025
134262;9046667;185-198;89;2005;134262
134362;9046667;1521-1537;92;2007;134362
134386;9046667;241-253;83;2004;134386
134413;9046667;29-35;129;2014;134413
134444;9046667;99-111;171;2018;134444
134470;9046667;95-103;152;2016;134470
134678;9046667;121-133;68;2000;134678
134890;9046667;85-90;143;2015;134890
134933;9046667;139-150;71;2001;134933
135050;9046667;99-105;90;2005;135050
135148;9046667;494-498;95;2010;135148
135247;9046667;503-519;92;2007;135247
135260;9046667;51-57;152;2016;135260
135272;9046667;291-297;131;2014;135272
135380;9046667;1507-1514;96;2011;135380
135412;9046667;1534-1542;93;2008;135412
135537;9046667;1241-1251;91;2006;135537
135587;9046667;51-60;118;2013;135587
135860;9046667;186-198;119;2013;135860
135863;9046667;147-155;178;2018;135863
135975;9046668;625-638;16;2013;135975
136054;9046668;239-244;7;2004;136054
136071;9046668;377-395;14;2011;136071
136120;9046668;335-345;20;2017;136120
136127;9046668;463-473;17;2014;136127
136446;9046668;1265-1277;17;2014;136446
136618;9046668;385-394;10;2007;136618
136641;9046668;1101-1121;20;2017;136641
136645;9046668;231-243;3;2000;136645
136647;9046668;359-370;20;2017;136647
136792;9046668;335-342;4;2001;136792
137035;9046668;2489-2533;20;2017;137035
137063;9046668;1261-1273;19;2016;137063
137066;9046668;605-628;17;2014;137066
137304;9046670;14-26;12;2001;137304
137331;9046670;31-35;9;1998;137331
137360;9046670;19-40;19;2008;137360
137546;9046671;5-14;5;2006;137546
137562;9046671;291-316;2;2003;137562
137574;9046671;123-138;2;2003;137574
137598;9046671;13-36;10;2011;137598
137617;9046671;229-238;3;2004;137617
137752;9046671;157-172;8;2009;137752
137833;9046673;581-589;41;1990;137833
137931;9046672;232-238;67;2016;137931
137998;9046673;98-114;50;1999;137998
138103;9046673;718-727;48;1997;138103
138563;9046672;1464-1475;61;2010;138563
138578;9046672;1400-1402;69;2018;138578
138645;9046672;1152-1169;53;2002;138645
138757;9046673;143;36;1985;138757
138813;9046673;257-267;32;1981;138813
138821;9046672;1504-1514;64;2013;138821
138889;9046672;424-427;61;2010;138889
139084;9046673;1-10;35;1984;139084
139472;9046673;840-849;49;1998;139472
139585;9046673;179-181;47;1996;139585
139655;9046673;85-87;27;1976;139655
139754;9046673;508-531;44;1993;139754
139821;9046673;44-54;33;1982;139821
139834;9046672;1355-1368;69;2018;139834
139946;9046673;52-59;46;1995;139946
139962;9046672;730-742;54;2003;139962
139974;9046672;2107-2118;60;2009;139974
140092;9046672;1404-1416;67;2016;140092
140182;9046672;930-942;66;2015;140182
140615;9046673;28-39;44;1993;140615
140620;9046673;860-861;48;1997;140620
140760;9046673;349-360;48;1997;140760
140762;9046673;8-16;39;1988;140762
140811;9046673;330-333;41;1990;140811
140847;9046672;209-219;53;2002;140847
140934;9046672;300-309;61;2010;140934
141025;9046672;1158-1172;64;2013;141025
141078;9046672;329-342;69;2018;141078
141087;9046672;1257-1265;67;2016;141087
141281;9046673;306-317;46;1995;141281
141320;9046672;2580-2595;66;2015;141320
141346;9046673;810-832;48;1997;141346
141362;9046673;340-357;43;1992;141362
141490;9046673;312-317;39;1988;141490
141557;9046672;438-449;68;2017;141557
141572;9046673;640-644;45;1994;141572
141610;9046673;230-236;26;1975;141610
141637;9046673;211-212;27;1976;141637
141664;9046672;140-158;56;2005;141664
141722;9046672;1098-1112;56;2005;141722
141841;9046672;660-674;69;2018;141841
141977;9046673;745-752;45;1994;141977
142161;9046673;391-407;41;1990;142161
142209;9046673;131-140;32;1981;142209
142219;9046672;681-683;59;2008;142219
142269;9046672;414-425;65;2014;142269
142289;9046672;443-444;52;2001;142289
142381;9046673;357-369;47;1996;142381
142429;9046672;1140-1154;55;2004;142429
142480;9046673;111-122;51;2000;142480
142484;9046673;544-552;50;1999;142484
142521;9046673;211-221;35;1984;142521
142568;9046672;1008-1009;56;2005;142568
142703;9046672;363-376;66;2015;142703
142765;9046673;48-52;36;1985;142765
142794;9046672;334-335;59;2008;142794
142855;9046673;448-451;43;1992;142855
142897;9046672;742-755;59;2008;142897
142915;9046673;327-339;44;1993;142915
142960;9046672;1460-1475;69;2018;142960
142999;9046672;1717-1733;66;2015;142999
143040;9046673;216-228;42;1991;143040
143175;9046673;537-550;46;1995;143175
143178;9046673;749-764;47;1996;143178
143226;9046672;1213-1215;55;2004;143226
143304;9046673;85-99;23;1972;143304
143400;9046672;1884-1898;58;2007;143400
143446;9046672;308-319;53;2002;143446
143642;9046672;964-977;61;2010;143642
143818;9046673;103-107;26;1975;143818
143824;9046673;267-282;49;1998;143824
143864;9046673;122-132;48;1997;143864
143889;9046672;1867-1869;59;2008;143889
143910;9046673;1-14;43;1992;143910
144131;9046674;169-184;6;2009;144131
144140;9046674;135-160;12;2015;144140
144220;9046674;897-911;10;2013;144220
144413;9046674;1385-1406;9;2012;144413
144478;9046674;779-799;8;2011;144478
144693;9046675;45-52;14;2011;144693
144791;9046675;201-213;8;2006;144791
144802;9046675;241-251;21;2018;144802
144855;9046675;1-8;11;2008;144855
144865;9046675;89-101;3;2000;144865
144984;9046675;159-160;21;2018;144984
145062;9046675;209-228;13;2010;145062
145276;9046677;353-364;71;2012;145276
145526;9046677;235-239;20;1995;145526
145571;9046677;119-128;23;1996;145571
145630;9046677;91-102;68;2011;145630
145887;9046677;344-358;74;2013;145887
145892;9046677;243-246;5;1981;145892
145999;9046677;350-364;42;2003;145999
146122;9046677;89-92;6;1982;146122
146195;9046677;165-172;4;1980;146195
146299;9046677;303-307;11;1987;146299
146509;9046677;337-346;88;2018;146509
146515;9046677;138-150;41;2002;146515
146573;9046677;133-151;85;2017;146573
146601;9046677;116-131;64;2010;146601
146730;9046677;173-175;35;2000;146730
146754;9046677;193-206;1;1977;146754
146766;9046677;493-494;6;1982;146766
146796;9046677;205-224;51;2006;146796
146804;9046677;330-342;64;2010;146804
146849;9046677;220-245;72;2013;146849
146901;9046677;351-359;20;1995;146901
146988;9046677;92-104;81;2016;146988
147105;9046677;125-144;79;2015;147105
147146;9046677;203-208;23;1996;147146
147162;9046677;272-282;81;2016;147162
147344;9046677;471-479;19;1995;147344
147365;9046677;1-7;35;2000;147365
147406;9046677;41-63;56;2007;147406
147439;9046677;653-659;87;2018;147439
147550;9046677;473-476;9;1985;147550
147556;9046677;117-120;36;2001;147556
147587;9046677;53-81;51;2006;147587
147616;9046677;5-21;17;1993;147616
147643;9046677;153-159;32;1999;147643
147666;9046677;278-287;85;2017;147666
147857;9046677;323-328;80;2015;147857
147931;9046677;727-754;17;1993;147931
147942;9046677;359-368;13;1989;147942
148023;9046677;137-140;20;1995;148023
148065;9046677;441-443;7;1983;148065
148357;9046679;193-205;17;2018;148357
148551;9046680;782952:1-782952:15;11;2015;148551
148680;9046680;687258:1-687258:8;11;2015;148680
148690;9046680;;9;2013;148690
148714;9046680;102052:1-102052:12;11;2015;148714
148820;9046680;;8;2012;148820
148902;9046680;157046:1-157046:10;11;2015;148902
148929;9046680;;12;2016;148929
149226;9046680;9821289:1-9821289:13;12;2016;149226
149288;9046680;;10;2014;149288
149289;9046680;;10;2014;149289
149370;9046680;;8;2012;149370
149401;9046680;361242:1-361242:13;11;2015;149401
149403;9046680;;13;2017;149403
149487;9046680;;10;2014;149487
149538;9046680;;9;2013;149538
149540;9046680;;10;2014;149540
149555;9046680;;8;2012;149555
149561;9046680;146270:1-146270:10;11;2015;149561
149611;9046680;640736:1-640736:13;11;2015;149611
149706;9046680;155-175;4;2008;149706
149708;9046680;;8;2012;149708
149774;9046680;572861:1-572861:11;11;2015;149774
150004;9046680;8572410:1-8572410:16;12;2016;150004
150038;9046680;;9;2013;150038
150068;9046680;902838:1-902838:12;11;2015;150068
150221;9046680;;9;2013;150221
150270;9046680;;9;2013;150270
150410;9046680;;8;2012;150410
150434;9046680;313-332;2;2006;150434
150451;9046680;206954:1-206954:7;11;2015;150451
150510;9046680;923086:1-923086:12;11;2015;150510
150885;9046680;;10;2014;150885
150918;9046680;;10;2014;150918
150959;9046680;;10;2014;150959
150994;9046680;;8;2012;150994
151017;9046680;;8;2012;151017
151228;9046680;251-265;2;2006;151228
151587;9046682;80-91;17;2018;151587
151728;9046682;185-200;14;2015;151728
151736;9046682;83-94;13;2014;151736
151816;9046682;129-139;17;2018;151816
151828;9046682;232-249;6;2007;151828
151876;9046682;189-213;12;2013;151876
151899;9046683;478-498;47;2016;151899
151913;9046683;639-659;29;1998;151913
152034;9046683;499-509;35;2004;152034
152117;9046683;592-609;41;2010;152117
152222;9046683;507-535;33;2002;152222
152440;9046683;451-453;38;2007;152440
152460;9046683;201-233;49;2018;152460
152570;9046683;127-136;10;1980;152570
152687;9046683;695-706;38;2007;152687
152738;9046683;45-60;39;2008;152738
152810;9046684;1-4;9;2000;152810
153006;9046685;247-263;7;1992;153006
153237;9046687;1-11;147;2000;153237
153254;9046685;162-170;10;1995;153254
153560;9046687;153-159;146;1999;153560
153838;9046685;189-209;8;1993;153838
154086;9046689;1866-1877;168;2017;154086
154131;9046689;161-210;92;1998;154131
154296;9046689;229-235;108;2001;154296
154351;9046689;1626-1638;165;2014;154351
154441;9046689;161-182;67;1994;154441
154447;9046689;61-92;79;1996;154447
154477;9046689;2-19;138;2006;154477
154495;9046689;1009-1033;165;2014;154495
154526;9046689;218-250;170;2019;154526
154548;9046689;65-102;120;2003;154548
154823;9046689;137-152;108;2001;154823
154824;9046689;836-849;166;2015;154824
154841;9046689;27-49;132;2005;154841
154907;9046689;253-265;165;2014;154907
154964;9046689;51-81;105;2000;154964
154991;9046689;345-371;108;2001;154991
155033;9046689;933-962;165;2014;155033
155115;9046689;33-71;28;1985;155115
155192;9046689;1-20;31;1986;155192
155220;9046689;89-105;162;2010;155220
155253;9046689;55-67;80;1996;155253
155267;9046689;191-233;73;1995;155267
155290;9046689;935-943;161;2010;155290
155313;9046689;103-116;87;1997;155313
155452;9046689;125-157;51;1991;155452
155536;9046689;27-51;32;1986;155536
155570;9046689;210-244;156;2008;155570
155854;9046689;1-46;85;1997;155854
155870;9046689;787-806;162;2011;155870
155909;9046689;1274-1292;164;2013;155909
155951;9046689;3-23;75;1995;155951
156035;9046689;263-273;106;2000;156035
156339;9046690;11;23;2017;156339
156408;9046690;23-27;21;2014;156408
156935;9046690;42-47;25;2018;156935
157003;9046690;14-20;16;2010;157003
157112;9046690;66-67;23;2016;157112
157135;9046691;112-121;4;1996;157135
157138;9046691;25-41;3;1995;157138
157170;9046691;51-63;19;2013;157170
157172;9046691;240-252;1;1994;157172
157173;9046691;141-156;7;1999;157173
157199;9046691;267-279;2;1995;157199
157227;9046691;40-54;4;1996;157227
157251;9046691;126-135;3;1995;157251
157275;9046691;154-165;1;1994;157275
157292;9046691;10-28;1;1993;157292
157320;9046691;280-287;2;1995;157320
157325;9046691;157-168;9;2003;157325
157336;9046691;43-52;3;1995;157336
157378;9046691;143-153;1;1994;157378
157389;9046691;359-366;6;1998;157389
157403;9046691;299-304;4;1996;157403
157428;9046691;55-69;4;1996;157428
157467;9046691;55-67;1;1993;157467
157491;9046691;557-568;21;2015;157491
157539;9046691;213-237;5;1997;157539
157569;9046691;53-62;2;1994;157569
157592;9046691;358-370;5;1997;157592
157604;9046691;139-153;23;2017;157604
157629;9046691;284-298;6;1998;157629
157670;9046691;211-219;1;1994;157670
157673;9046691;93-103;3;1995;157673
